score_OVERALL UNIVERSITY RATING,score_Job Prospects,score_Course and Lecturers,score_Uni Facilities,score_Student Support,score_Do you think your time at university this year has been value for money?,score_Students' Union,score_Accommodation,score_Local life,score_Societies and Sports,name,date,degree,reviews
rat4,rat4,rat4,rat5,rat5,,rat5,rat4,rat5,rat5,Student Reviewer,23 Feb 15,History," There's a really wide variety of lectures and topics, and many different topics available to study. The accommodation includes good facilities, it's clean, great location/central and on campus. I've enjoyed going out in Leamington and Coventry in the evenings and also shopping. The uni has good facilities, especially the library, learning grid and gym. I've joined History society and cheese & chocolate which have been really fun. The SU is very good, and there's great careers services on offer. In turn, this makes job prospects at this university very good in my opinion. Overall, the university is excellent. Defintely think long and hard about both your course and your accommodation preference!"
rat4,rat4,rat2,rat5,rat4,,rat4,rat5,rat4,rat4,Student Reviewer,23 Feb 15,Management," There's a range of subjects on my course but it's not particularly stimulating and is a lot of work. The accommodation is great, close to everything, good sized rooms and kitchens and the people are really nice. My favourite thing to do in the nearby cities is to go for nights out. Uni facilities are great, although the sports facilities could be cheaper to use. I've joined management and marketing societies and enjoy them. The SU is good but the range of events could be improved. There's a good range of support services like nightline. I feel like job propsects will be difficult but possible. Overall the university of very good. I would recomend it to others."
rat5,rat5,rat1,rat5,rat2,,rat3,rat4,rat3,rat5,Student Reviewer,23 Feb 15,Accounting and Finance," There is literally nothing good about my course. It's boring and utterly pointless so far. The accommodation is good value at �20 per night. The en-suite is a plus, and there are cleaners. City life? Leam is nice, Coventry is awful. There are great sport facilities, and the library is very good too. Campus is generally well-maintained. I play football and it's great for socials. I'm very indifferent towards the SU. I don;t really know what it is they do. I've never used the support services so can;t really commment on these. I feel like the uni has good city connections especially for banking. Not sure about other jobs... Overall, I've enjoyed it so far but it's still early days. Wish my course was better..."
rat3,rat3,rat4,rat4,rat4,,rat3,rat4,rat3,rat3,Student Reviewer,23 Feb 15,Marketting and Strategy," There are lots of group discussions and case studies in my course which is really good. The accommodation I'm staying in is quite big, modern, clean and quiet which is all good. There's not really a city, but you can get the bus to some good shopping places. The uni facilties are quite good and close together. I am involved with Warwick volunterring which has been great. The SU has everything you need and is fairly ok. With support services, you have career services. As far as job prospects go, I do not have much confidence at the moment! Overall though I have had a good time so far and am looking forward to the rest of the year at warwick."
rat4,rat4,rat4,rat4,rat4,,rat4,rat5,rat3,rat5,Student Reviewer,23 Feb 15,Classical Civilisation," There are lots of different aspects to my course and it involves learning a wide range of material. The accommodation has a good layout and reasonable overall price due to 30 week let. There's not really any city life to be honest. There's some good facilities, including the arts centre and warwick sport. There are a wide range of societies to choose from. The SU is great, lots of things to do and good at helping with stuff. Support is also good. Access to academic and personal support- very accessible. I also think that my degree will be good at helping me get a job. Overall, very enjoyable. I've had a facilitated transition into uni life."
rat4,rat4,rat3,rat4,rat4,,rat4,rat4,rat3,rat4,Student Reviewer,23 Feb 15,Chemistry," The teachers are all really friendly and helpful when you have a problem, and the courses have lots of content. Accommodation is really warm and excellently maintained. I haven't had any real experience of the city life but I know it's there if I want to branch out of campus. The facilities are pretty good, however some facilities are too expensive (i.e. warwick sport). I've joined clubs like salsa and aerobics, and they've been fun so far. In terms of the SU, I hate clubbing... otherwise it's great. There's lots of support services, i.e. mentors, tutor, disability support. Hopefully job prospects will be pretty easy as warwick is well reputed. Overall, It's been fabulous! I love it here! :)"
rat3,rat3,rat4,rat4,rat3,,rat4,rat4,rat3,rat5,Student Reviewer,23 Feb 15,History," The lectures I've found to be enjoyable and interesting, and all the lecturers seem passionate about what they do. I'm really happy with my accommodation as it's nice and spacious but it is a bit expensive. There's not a lot ot do in Coventry but access is easy and the services to Birmingham aren't that expensive which helps! There's access to everything we could need on campus and bus services into town are easy. The gym is nice and classes are great but membership is a bit pricey. I have joined Warwick Devils cheerleading which was a great way to meet new like-minded people. The SU is ok but can get very repetitive. I haven't really used the support services to be honest, but I feel like the careers services make job prospects easy. Overall, I am really enjoying Warwick. It's easy to keep a work/life balance if you're motivated!"
rat4,rat4,rat4,rat4,rat3,,rat4,rat2,rat3,rat5,Student Reviewer,23 Feb 15,Politics," The lectures are straight to the point and coincide with the seminars. The seminars are very interactive in a setting that encourages student to participate not only by reading the course material but by interacting with other students. The seminars help individuals connect with their course mates who often share similar interests. Clubs and societies are a very unique aspect of the Warwick University lifestyle and are a great way to become more involved on campus. They not only get students involved in an activity or social environment that they enjoy but also enable the students to meet new people while doing so. Overall, I've liked it a lot so far. I'm only here for 1 term but I feel like I've settled in really well. Make sure you go to Kasbah in Coventry. It's the best nightclub in the area for a decent night out!!"
rat3,rat3,rat3,rat4,rat4,,rat3,rat4,rat2,rat4,Student Reviewer,23 Feb 15,Economics," What to say about Warwick� It has some absolutely great points and some not so great! Great points include the University facilities, such as the gym and the library/learning grid/rootes grid. The accommodation, although expensive, is really nice and close to everything. There are also enough clubs and societies to cater to everyone's needs and ensure you are never bored. Not so great points; I feel like it's expensive compared to other universities. Costcutter is far too expensive for what it is, the gym is expensive and accommodation is expensive. The SU is great for night out, but again, although there are some drinks deals they could definitely be cheaper (it is exclusively a student bar after all). Overall though, I'm having a lot of fun, and am looking forward to the rest of the year."
rat3,rat3,rat4,rat3,rat4,,rat4,rat5,rat1,rat4,Student Reviewer,23 Feb 15,Management," The opportunities and flexibility offered by my course. My accommodation is very sociable and I have loads of amazing flatmates. I've joined clubs such as skydiving and rugby which are both great. The SU is good most nights, and the facilities mean you can do a lot of things right there on the campus. The only downside is that it is not a city uni, so you have to get a bus or taxi for a night out. Other than that, it's been great!"
rat4,rat4,rat4,rat4,rat4,,rat3,rat5,rat3,rat5,Student Reviewer,23 Feb 15,Law," Warwick's been a really good uni to gain an understanding of the law at due to the high quality of teaching and the academic facilities. There's a lot of interesting courses to pick from. Accommodation is of a really high standard although it's often wuite expensive. The facilities are excellent. If I had any complaints, it would be that constcutter is incredibly expensive for a student shop. There's loads of interesting and unique clubs to join. I've joined the law society. The SU is ok but the club is abit rubbish if I'm honest. It can be good with the right people though. I haven;t heard about support services, but hopefully with all the careers support job hunting should be ok. Overall, Warwick is an amazing uni for anyone. It has so much to offer and there's really not anything I have to complain about other than the cost of certain ammenities."
rat5,rat5,rat4,rat4,rat5,,rat4,rat4,rat3,rat5,Student Reviewer,23 Feb 15,"Economics, Politics and International Studies BA (Hons)"," There's a good choice of optional modules on my course although politics is more theoretical than I thought. Economics modules are great as the lectures are so good. Accommodation; big kitchen, en-suite, but depends on who your flat-mates are (some flats are more sociable than others). There's no washing machines in residences. Coventry is depressing, but Leamington is a good night out. The library is excellent, campus is great and there's always lots to do. However the sports facilities, while excellent, are very expensive. I've joined WFS, and it's good. The SU is great, with many activities planned throughout the year. Support services are ok, including nightline etc.. There are lots of career presentations and internship advice so I think job prospects will be pretty good. Overall, there's lots of great people, and lots of great societies to get involved in. Love it!"
rat4,rat4,rat4,rat4,rat3,,rat3,rat4,rat4,rat4,Student Reviewer,23 Feb 15,Economics," My course has some really good lecturers who manage to make some dry topics quite interesting. The workload is quite a lot, but if you keep on top of it then it's ok. Accommodation is great. Some really cool people, nice rooms and central location. There are some good things to do in the city like clubs/bars. The facilities are excellent. The gym and learning grids in particular are stand-out. There's a lot of clubs and societies to pick from as well as sports. The SU is pretty good on occassion, although they need to do more to get people in the club on friday's and saturdays. Haven't really used the support services but I'm sure they're fine. Hopefully I'll get a job at some point! Overall, it's been great, really nice place with lots of cool things to do!"
rat3,rat3,rat4,rat4,rat4,,rat4,rat4,rat1,rat5,Student Reviewer,23 Feb 15,English and German BA (Hons)," My course is challenging and thought-provoking. We're encouraged to think critically and apply a wide range of theories to texts and films, not just accept received wisdom on certain topics. We cover traditional and contemporary texts and seminars are well-led, however we receive little advice or feedback on essay writing and there is less choice for joint honours students as we have more compulsory modules than other straight English Lit students."
rat5,rat5,rat5,rat5,rat5,,rat5,rat5,rat5,rat5,Student Reviewer,23 Feb 15,Computer Science," My course is quality. Excellent teachers and really interesting material. Glad I chose it. The accommodation is great. Really nice kitchen which is great for socials and gets cleaned regularly. My favourite thing to do in nearby Coventry is go to Nandos. The uni facilities are really good. Everything seems nice and modern. There's lots of places to work socially or work quietly. There's plenty of clubs and societies to choose from. The SU is excellent. Good bars and good club. There's copious support services although I haven't really used them. Hopefully, getting a job at the end of my degree should be easy. Overall, it's a really nice uni. Definitely looking forward to my time here. Made some excellent friends already!!!"
rat4,rat4,rat4,rat4,rat5,,rat4,rat4,rat3,rat3,Student Reviewer,23 Feb 15,Law and Business," My course is really good. I like that I can do a mixture of both law and business modules because it adds some variety and some perspective. Accommodation is great but there's no laundry facilities inside! People are really friendly though. Leamingotn has really good nightlife and shopping. There's great library facilities and sports stuff. I've joined WFS which offers great socials and work opportunities. In the SU, the nightlife is exactly the same every week, would be good if they mixed it up every now and then. Nighlint is apparently a great support service although I've never personally used it. There are also great facilities to help better your skills and your CV. Overall, I'd give warwick a 4. There's room for improvement but it's pretty great generally speaking."
rat4,rat4,rat4,rat5,rat3,,rat4,rat4,rat3,rat5,Student Reviewer,23 Feb 15,Computer Science," My course offers lots of new challenges, theories and information which exites me. Programming in a new language has been fun. Accommodation is very nice! It feels homely. It's good value. The only issue is the fridge is too small. I haven't really needed to venture into the city as campus has everything! The facilities are really good, especially the climbing centre! I've joined climbing and computing and I love them! The SU has a large selection of things to do, and they've been helpful with problems I've had. I haven't really needed the support services really. In terms of job prospects, the amount of careers emails and information I've had is outstanding. I should have many options. Overall, I really like my course, the people, and the campus atmosphere."
rat3,rat3,rat5,rat4,rat4,,rat4,rat4,rat3,rat5,Student Reviewer,23 Feb 15,Philosophy," My subject is really interesting in terms of material and topics. My accommodation is good value, not the most expensive but could be slightly cheaper. There's good clubs in Leamington and Coventry. There's good educational facilities and the student's union is generally good. I've joined societies such as philosophy and law. There's a good range of options. The SU has good options for food but club nights good be improved. There's support services on offer such as nightline and tutors. I don't think job prospects will be easy, but certainly easier than if I hadn't come to uni. Overall I'm really enjoying it, there's a great atmosphere and people are nice."
rat4,rat4,rat4,rat3,rat4,,rat4,rat5,rat1,rat3,Student Reviewer,23 Feb 15,Modern Languages BA (Hons), Really good lecturers and teachers. Good number of contact hours and I like the small class sizes. Great sized room and kitchen/lounge area. More than enough space and ot paying for christmas and easter works out cheaper. There's no city although Birmingham is great. More shops could be on campus and costcutter is overpriced. I've joined German society which I love. The SU is really good overall. There's a lot of support available should you need it. I haven't been informed about careers specific to my degree but speaking 4 languages makes me quite sure I'm employable. Staff are all really kind and helpful. It's a lot of work and sometimes difficult to find a balance but overall I like it.
rat5,rat5,rat5,rat5,rat5,,rat4,rat5,rat4,rat4,Student Reviewer,23 Feb 15,Mathematics and Statistics MMathStat," Supervisions are very helpful and allow us to discuss assignments with eachother. Everyone in the accommodation is friendly, and there are people on hand to deal with any issues. The best thing to do in the nearby cities is definitely going out at night. In terms of facilities, everything is great so far. It's all nearby and well put together. I've joined maths society and it's really helpful to classes. The SU is great, I have no complaints about it! Supervisors and personal tutors are always available to offer support if needed. Warwick has an excellent reputation for teaching maths so hopefully job-hunting should be ok. Overall, I've settled in well and am really enjoying my time here so far."
rat5,rat5,rat4,rat5,rat5,,rat5,rat4,rat5,rat4,Student Reviewer,23 Feb 15,Psychology," That a lot of the lectures are timetabled so that they are early in the morning, so I am finished in the afternoon. We get a lot of support from our tutors and lecturers are willing to help out. Accommodation is really nice and spacious. We have a lot of facilities aswell, including washing facilities which are easy to use. Leamington is nice for social events and shopping. In terms of clubs and societies, there's a huge range of things to do and they halp you settle in and form friends. The SU is easy to get to and there's always something on. I feel well supported by the support services, and always get emails about job prospects."
rat4,rat4,rat4,rat3,rat2,,rat4,rat3,rat2,rat3,Student Reviewer,23 Feb 15,Psychology," The best thigs about my course are the professors and the exposure to new ideas. The accomodation is pretty decent. Although, the cleaners can be very rude and not helpful! The best thing I like to do in the city is to go clubbing! Facilities that could be improved include the campus restaurants, the SU and the laundry rooms. I've joined psychology and Indian society and would recommend both. The terrace bar at the SU is great. Support services are good. There's a helpline for when you're lonely and MyAdvantage careers help. Hopefully getting a job should be easy! Overall, my experience has been fun and educative. Defintely glad I chose Warwick, although it is a lot of work!"
rat4,rat4,rat4,rat5,rat5,,rat4,rat5,rat5,rat5,Student Reviewer,23 Feb 15,French and Spanish," The best thing about my course has been a year abroad and good job propsects. Tutors and lecturers are all very helpful. Arthur Vick is excellent. Very clean, lovely layout and facilities are brilliant. I like shopping in the city because there's lots of choice. The uni facilties are brilliant and very modern. I've joined Yoga, RAG and french societies and they've all been great. The SU is usually very informative, and support services include a residential and personal tutor. Hopefully job prospects will be fairly good as my degree is quite broad. Overall, I'm loving uni life so far!"
rat5,rat5,rat3,rat3,rat1,,rat3,rat4,rat3,rat4,Student Reviewer,23 Feb 15,"Mathematics, Operational Research, Statistics and Economics (MORSE) MMorse"," The best thing about my course is the high earning jobs at the end of it! My accommodation is nice and generally good value (except the cleaners are not great and can be very rude!) The best things to do in the city are shopping and clubbing. In terms of facilities, there are good sports, bad restaurants and overall cheaper student deals would be good. I've joined MORSE, finance and swimming club, all great! The SU is really good, I really like the pool room! Could be more variety of events though. Support services aren't great, wardens are never up for helping out with anything. I think getting a job will be easy once I've left! Overall, I would describe warwick as sociable, hard-working, busy and fun."
rat5,rat5,rat4,rat4,rat5,,rat2,rat4,rat3,rat5,Student Reviewer,23 Feb 15,Engineering," The best thing about my course is the structure and the interesting lectures. My accommodation en-suite and pretty good value for money I think. The best thing to do in the city is definitely clubbing (Kasbah!). The facilities and campus in general are really pretty. However, a better SU is needed. I've joined cocktail and engineering societies and they've been a great way of meeting new people. The Student's Union club is frequently dead. There needs to be something that will draw people there like better events and cheaper drinks. There's good support groups in the form of mentoring and tutor groups. Hopefully getting a job should be pretty easy coming from warwick. Depends on the job though I suppose. Overall, it's been amazing! The people are great and we've had a lot of fun as a flat!"
rat4,rat4,rat4,rat3,rat3,,rat3,rat3,rat3,rat3,Student Reviewer,23 Feb 15,Cyber Security and Management," The course is great although it's a full time masters course so a lot of work! I haven't really had much time to go on nights out etc� The accommodation is really nice and spacious but a little bit quiet. I'm in lakeside, but in postgrad accommodation so maybe quietness is to be expected. I haven't really had time to branch out into the city yet, but I here leamington spa is quite nice. The facilities are pretty good. The campus is nice all round actually. I haven't joined clubs/societies but I'm aware there is a lot of choice if you have the spare time. I like the SU, it's fairly modern and has some good places to get food, although costcutter is way overpriced. I haven't really heard much about 'support services'. I think it will be fairly easy to get a job after leaving Warwick. The university has a great reputation. Overall, I don't have many complaints about Warwick. Being so busy, I feel like I haven't quite got the chance to take advantage of all the great things the university has to offer!"
rat4,rat4,rat5,rat3,rat4,,rat5,rat4,rat3,rat5,Student Reviewer,23 Feb 15,Innovation and Entrepreneurship," The course is well managed with good two-way communication. There's also a lot of student actitivities involved. The accommodation has a calm atmosphere with good cleaning facilities. There's good shopping in Leamington and Coventry. The overall facilities are very nice but the wifi facility in rooms/kitchens neds to be improved as it keeps disconnecting every two minutes. I'm involved with a lot of warwick sports. Also, the SU is very cooperative and helpful. Support services: library access to portals, sports facilities, food spots, bars. Job propects are very easy due to good student fairs. Overall, the experience is very nice."
rat4,rat4,rat4,rat4,rat4,,rat5,rat5,rat3,rat5,Student Reviewer,23 Feb 15,Maths and Stats," The course really makes you fully immerse yourself in mathematics, which could be good or bad depending on the person. The accommodation is very good value, very clean, and I was given all the essentials prior to moving in i.e. duvet, chair, desk, bookshelf etc.. The uni facilities are very good, especially the study areas like the rootes grid.I've joined several clubs including WFS, chess, maths and consulting. The SU are awesome. They've done a great job in organising study/social events. We're given supervisors to help us understand topics we struggle on which is helpful. These are 4th year maths students. Job prospects should be fairly good. Warwick has a good reputation and offers great careers services. Overall, work is very hard, but is also very interesting. People are very nice. Campus is very clean and big, and there's lots of open spaces to play frisbee."
rat3,rat3,rat4,rat4,rat4,,rat3,rat4,rat3,rat4,Student Reviewer,23 Feb 15,Marketting and Strategy," The course structure is excellent (I am doing a masters). The accommodation is a comfortable and safe setting. My favourite thing to do in the city is to go for dinners with friends. The university has many great facilities, including a good gym and running track. I've joined Indian society, there's something for everyone! Overall, it's been a very engaging experience. I'll be sad to be leaving when my course finishes!"
rat4,rat4,rat2,rat3,rat2,,rat2,rat4,rat1,rat5,Student Reviewer,23 Feb 15,P.A.I.S.," The courses are ok but could be better! Some of it is verrrrry boring! My accommodation is Jack Martin and I really like it. Nice rooms and nice kitchens. There is nothing to do in the cities. Don't bother venturing out there unless you�re going to a nightclub. The uni facilities are good, they really take care of the students. There's so many clubs and societies! Yah! The Student's Union is ok, the club could play better music... Support services? Never heard of them! I think job prospects will be ok aswell, lots of career related support. Overall, Warwick is a really great experience. I'm an exchange student from Canada!"
rat4,rat4,rat4,rat3,rat3,,rat3,rat3,rat3,rat3,Student Reviewer,23 Feb 15,Biochemstry," The fact that my course has really good facilities, such as labs. Other facilities also feel really new and everything looks nice. People here also seem to be really friendly. Support services are good, and tutors are really helpful outside of lectures. The Uni has good contact with companies so I feel that job prospects will be good. The only things I could note for improvement are the SU events, which can be boring, and the accommodation could be better value (although it is nice)."
rat5,rat5,rat4,rat5,rat5,,rat5,rat4,rat4,rat5,Student Reviewer,23 Feb 15,Computer Science," The lecturers are all awesome and explain things really well. Get an en-suite and it's cheaper than Bluebell, sherbourne and heronbank! I love clubbing in Leamington! Facilities: Excellent labs, nothing could really be improved if I'm totally honest. Clubs and societies; I've joined CMD, Japan soc, student cinema, computing and game design. The SU holds excellent events that are on every single night. I've never used nightline but it seems like an amazing service from what I've heard. Job prospects; Employers are always coming to Warwick to give talks/hold events which makes me think they like the uni. Overall, I've made amazing friends and have loved every minute of it so far!"
rat5,rat5,rat4,rat5,rat3,,rat3,rat4,rat2,rat4,Student Reviewer,23 Feb 15,Economics," The lecturers are great, and everyone on the course is really smart and friendly so you can turn to others for help if you want. Other accommodations are very expensive. Ours has a good kitchen and nice rooms so it's worth it. Coventry is not a nice place but Leamington is quite nice. The facilities are expensive but really nice quality in general. There are loads of societies and sports to get involved with. I've joned Lacrosse and love it. Nights at the SU are pretty average but can be ok. I haven't used the support services, but I think it terms of careers warwick is well regarded so getting a job should be fairly easy. Overall, I've had no problems so far. It's been fairly decent."
rat4,rat4,rat4,rat5,rat5,,rat5,rat5,rat3,rat4,Student Reviewer,23 Feb 15,Mathematics and Statistics MMathStat," The lecturers on my course are really good and there's always plenty of work to do. The kitchens and rooms in Jack Martin are a good size and I have an en-suite. Coventry and Leamington are great for shopping, bars and clubs, but it's far away. Coventry costs �15 in a taxi. The library, lecture theatres and sports facilities are all really good. Warwick jailbreak was an amazing experience and would reccommend it to everyone. The SU is really good and really helpful. I have a supervisor class twice a week, specific module classes twice a week and a tutor group meeting roughly once every two weeks. Support is fantastic. There have also been loads of careers fairs that I've found really helpful. Overall, my experience so far at warwick has been great. Looking forward to the next few years."
rat4,rat4,rat4,rat5,rat4,,rat3,rat4,rat4,rat5,Student Reviewer,23 Feb 15,Mathematics and Statistics MMathStat," The content of my course is really interesting and the lecturers seem to genuinely care about every student. The accommodation is good value for money, but fault reports are never dealt with! Nearby cities coventry and leamington are good for both clubbing and going out to eat at restaurants. The uni has very good facilities, and has everything you need. However, the prices in costcutter are NOT student friendly which has a severe impact on budget. I've joined Hindu and Maths societies which have been awesome so far. The SU is ok, but events are repetitive and a bit uninspiring. There's good academic support and the residential team are really helpful. Job prospects can be really good, just depends how hard you work! Overall, warwick has a great campus atmosphere, and I'm really enjoying my time here and university life in general."
rat5,rat5,rat5,rat4,rat4,,rat4,rat5,rat3,rat4,Student Reviewer,23 Feb 15,Innovation and Entrepreneurship," The course study is practical, and the accomodation is both quiet and good. There's nice people around here, although the geese sometimes wake you up early!! Leamington is a nearby town where it's good to party. The uni facilities are good but could definitely be cheaper. I've joined Indian society which is really fun. If you come to warwick, make sure you think long and hard about what kind of experience you want to have, and in turn, what accommodation you will choose. Nothing will have a bigger impact upon your freindship group and your time here. If you like loud nights and parties, go to rootes or jack martin. If you want a more peaceful experience, stick to lakeside, heronbank or arthur vick."
rat4,rat4,rat3,rat4,rat3,,rat3,rat5,rat2,rat3,Student Reviewer,23 Feb 15,Physics," The lecturers give out free chocolate to question answers which is good! The accommodation is great, big kitchen, bean bags, cleaners come twice a week, it's good. The city is not great� clubs suck and I'm fairly certain I'll get stabbed. In terms of facilities, there's lots to do but they're overpriced! The squash club is good and with all the societies there's lots going on. The SU's tries god bless 'em! but the club is bad... Support is good, physics have career advisors. I'm not sure about job prospects but I guess they'll be pretty good. Overall I'll give warwick a 4 out of 5. It would be more if it was cheaper and the clubs were better."
rat5,rat5,rat4,rat5,rat4,,rat4,rat2,rat1,rat4,Student Reviewer,23 Feb 15,Mechanical Engineering," My course has high contact hours which I like. My accommodation is ok but seems really expensive compared to other universities. Warwick is a campus, so city life is virtually non-existent although you can get a bus to Leamington/Coventry. Facilities are great, although an improvement could be to make the lecture seats more comfortable! There are quite a few good bars in the student's union which means there's always somewhere to go. There's also lots of support services. I also feel like it will be quite easy to get into a job once I leave university due to a good track record. Overall, I'd reccommend my uni because of the facilities, the people and the course."
rat5,rat5,rat4,rat4,rat4,,rat3,rat4,rat3,rat5,Student Reviewer,23 Feb 15,Mathematics and Statistics MMathStat," My course has a lot of really great lecturers that make the topics engaging. My accommodation is great and has a nice room. Luckily I really like my flatmates! It's a bit expensive though. City life summed up; Coventry is bad, Leamington is good. In terms of facilities, the library is good but laundry services could be better. I've joined WFS and its great for getting work opportunities. I like the SU, every event is good, although they are all very similar. Nightline is a good support service although I haven't used it. Hopefully job prospects will be good, and I can get a job off the back of an internship. Overall, it's been really good fun and there's lots of great people here!"
rat4,rat4,rat3,rat4,rat2,,rat4,rat5,rat2,rat3,Student Reviewer,23 Feb 15,Chemistry," Most lecturers are alright and kind of wacky but labs suck and the early morning are rubbish too. Accommodation is amazing, with a kitchen/common room, ensuite, good sized bedrooms and being close to campus. There isn't much city life, but the facilities are great. The library is amazing and we have a relatively good student union althouhg the clubbing is rubbish. Societies are good. I've joined trampolining and salsa. We have good bars/pubs but need more fast food places! also, costcutter does not cut costs at all. In terms of support services, I'm not sure... but sub-wardens are ok. Warwick also provides a lot of support in terms of career help. Overall it's a nice campus but there's not much to do. Also there's no McDonald's nearby..."
rat4,rat4,rat5,rat4,rat3,,rat5,rat4,rat3,rat4,Student Reviewer,23 Feb 15,Economics," Teaching quality is very high and there are some really interesting modules to pick from. Accommodation seems quite expensive for campus, and there's little fridge space. It's a good location though and is a lot of fun. I haven�t been to the city so can't comment on that. Sports facilities are really good, as are lecture facilities and the IT/wifi. I've joined Economics, finance and marketting societies, all of which have been great. There are lots of opportunities to try out a variety of new activities at the SU. I haven;t been to any support services but I think there is quite a lot of pastoral support. I think employment will be relatively easy as the uni seems to prepare you well. Overall it's been very good. Lots of opportunities. Made new friends. Teaching is a very high standard."
rat3,rat3,rat4,rat4,rat3,,rat4,rat4,rat4,rat3,Student Reviewer,23 Feb 15,Business (Finance and Accounting)," My course is very interactive, and there's good communication. Accomodation is very nice if not a little on the expensive side. The city is ok for shopping and eating out. The uni facilities are great, and although I haven't joined any sports, there's loads of other stuff to do (gym etc...). The SU is awesome, although the club could be cheaper. I haven't really had to use the support service but I am aware that they are there if I need them. I feel like getting a job should be pretty easy after leaving Warwick. It's been awesome overall and I hope it continues to be the same way."
rat3,rat3,rat4,rat4,rat3,,rat3,rat4,rat3,rat4,Student Reviewer,23 Feb 15,Engineering," My course has really high contact hours which is either good or bad depending on how you look at it. The accommodation is generally quite good, except that the windows don't open and the rooms are dusty. Coventry is good at night but not so much during the day. Leamington is pretty good all round. The uni facilities are really good. The only problem is that there's no chip shop?!? Where am I supposed to get my chips after a night out! outrageous! I've joined engineering society which has actually been quite helpful for my course. The SU is ok as a venue but the night are terrible and the music is bad. Not sure about support services, I havent used them. Equally, I'm only in first year so not too sure about job prospects but hopefully good! Overall, I really like Warwick. It has the right balance of work and fun. Glad I put it as my first choice."
rat5,rat5,rat4,rat4,rat5,,rat5,rat5,rat3,rat5,Student Reviewer,23 Feb 15,Management," Lectures are very thourough and small seminar groups with a great student/teacher ratio make it easier to contribute in class discussions. There's also interesting modules. Accommodation is great value for money! There's a good number of flatmates for 1 kitchen and everything is included in the price. There's good places to eat and shop in nearby towns. Uni facilities such as the gym and the arts centre are great.There's a huge variety of societies on campus, with lots of opportunities to get involved as freshers. There's lots of interesting events at the SU, and there's careers and skills support aswell. Job prospects; there are some great societies such as WFS that help you in searching for a career. Overall it's been a great experience, and freshers was really good!"
rat5,rat5,rat2,rat4,rat3,,rat3,rat4,rat1,rat4,Student Reviewer,23 Feb 15,Biological Sciences," Lecture topics are very dry and boring. The course is very focussed on molecular biology. The accommodation gives adequate room and has good facilities and is well heated. The nearest city is Coventry and there's no life there. The facilities are good but the gym needs to be expanded. I've joined Athletics and swimming which are both good. The SU has good facilities but not much variety. The university provides good services for career development and CV writing. Overall, the experience has been good."
rat5,rat5,rat4,rat5,rat5,,rat4,rat4,rat3,rat5,Student Reviewer,23 Feb 15,"Mathematics, Operational Research, Statistics and Economics (MORSE) MMorse"," I've enjoyed finding out how maths can be used in the real world. Accommodtion includes lots of a good facilitie, everything gets cleaned often but it does need some repair work. The sports facilities are really good and so are the arts facilities. If you are interested in something, the facilities will be here. I've joined jailbreak, football and rugby and it's been a lot of fun. The SU holds great events but they close too early. In terms of support I know if I ever need anything there will be someone I can talk to. Hopefully getting a job will be veyr easy. There are lots of careers fairs in which I've got a lot of information. Overall warwick has been simply amazing!"
rat5,rat5,rat4,rat4,rat5,,rat4,rat5,rat4,rat5,Student Reviewer,23 Feb 15,Management," Lectures aren't too cramped, and there's enough time to study and have fun. Modules are interesting, seminars help a lot, especially when you don't understand lectures. I'm staying in Sherbourne and it's very modern and nice. Rooms are clean and kitchens have a lot of space. Good for socialising. Coventry and Leamington are the two places we often visit. Clubs like smack and neon are quite nice. The sports facilities are really good and modern. More supermarkets for people who live in further away halls would be good. I've joined WFS and it's great. The SU is good and helpful, although food queueing in restaurants could be improved. Personal tutors give good support and WBS is highly reputable as far as job prospects go. Overall, the university is awesome!"
rat4,rat4,rat5,rat4,rat4,,rat5,rat4,rat4,rat5,Student Reviewer,23 Feb 15,Management," Lectures are really interesting and interactive to attend. I got my first accommodation preference and have had no problems so far. There's not much city life, but the campus facilities are good and most things can be found nearby. I've joined Warwick Debating Society and the Indian society which I enjoy. Careers support has been great regarding any career information, so I feel like I'm in a good position as far as job prospects go. Overall, I'd say it was a great uni. There are some really nice places to eat (like varsity) and people are really friendly including lecturors and tutors. Definitely get involved with some fun extra-curricular activities if you get the chance."
rat3,rat3,rat2,rat4,rat3,,rat3,rat5,rat3,rat4,Student Reviewer,23 Feb 15,Marketting and Strategy," Lectures are good as they involve a lot of case studies. Living in lakeside is good because it's quiet and makes it easy for me to study. I like to go to the city to do things like watch plays. Uni facilities are good, especially the frequent shuttle services. I've joined the swimming club which has been good so far. The Student Union is good although there could be more events for people who dont like to drink too much! I feel like job prospects are quite good for me as Warwick has a good name in India. Overall, it's been brilliant. I can't wait to spend the rest of the academic year here, and hope for more of the same."
rat5,rat5,rat3,rat5,rat5,,rat3,rat5,rat5,rat5,Student Reviewer,23 Feb 15,Economics," Lecturers are enthusiastic about their subjects. For the price we pay, our accommodation is good. The location is definitely the best part. The best part about the nearby town is the club 'smack'. In terms of facilities, the library is really good and the learning grid. The layout was well thought out. I've joined economics soc, finance and rugby. Love it! The SU is ok, but the music in the club isnt that great most of the time and often it's way too empty. Support services include; nightline, personal tutors and residential tutors. I think getting a job will be easy with all the extra stuff we're expected to do. Overall, it's pretty good. It's got the balance right between work and recreation!!!!"
