name,date,degree,score_OVERALL UNIVERSITY RATING,OVERALL UNIVERSITY RATING,score_Job Prospects,Job Prospects,score_Course and Lecturers,Course and Lecturers,score_Uni Facilities,Uni Facilities,score_Student Support,Student Support,score_Do you think your time at university this year has been value for money?,Do you think your time at university this year has been value for money?,score_Students' Union,Students' Union,score_Accommodation,Accommodation,score_Local life,Local life,score_Societies and Sports,Societies and Sports
Student Reviewer,02 Dec 16,,rat4,{'Tell us about your overall university experience so far.': None},rat4,,rat4,,rat2,"{""How good are your university's facilities?"": 'Really cold buildings, lack of study space.'}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Poor feedback, takes a very long time and is minimal.'}",,,rat3,,rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'really nice flat, expensive but worth the money.'}",rat5,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Really great, lots of things to do and see, beautiful city.'}",non_app,
Student Reviewer,02 Dec 16,English Literature MA (Hons),rat4,{'Tell us about your overall university experience so far.': None},rat3,,rat4,{'What do you like most and least about the way your course(s) are taught?': 'Option to take lectures in a variety of disciplines.'},rat3,,rat2,,,,rat3,,rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Range of prices for rent which is good.'}",rat4,,rat5,"{'How would you rate the variety of societies/sports?': 'Diverse, a lot of choice.'}"
Student Reviewer,02 Dec 16,Law (Graduate Entry) LLB,rat5,{'Tell us about your overall university experience so far.': None},rat5,,rat5,,rat3,"{""How good are your university's facilities?"": 'Appleton is way to overcrowded always late for classes.'}",rat5,,,,rat5,,rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Private'}",non_app,,rat5,
Student Reviewer,02 Dec 16,Law (Graduate Entry) LLB,rat5,{'Tell us about your overall university experience so far.': 'Great'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Careers fair, presentations, workshops.'}",rat5,{'What do you like most and least about the way your course(s) are taught?': 'Lectures are great'},rat2,"{""How good are your university's facilities?"": 'Not enough seats at both libraries.'}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Tutor always helpful.'}",,,non_app,,rat4,,rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Student friendly but slightly expensive.'},rat3,{'How would you rate the variety of societies/sports?': 'Wide range.'}
Student Reviewer,02 Dec 16,Law (Graduate Entry) LLB,rat4,{'Tell us about your overall university experience so far.': 'Generally good.'},rat4,,rat4,"{'What do you like most and least about the way your course(s) are taught?': 'Variety. most came from practical field, not just academia.'}",rat4,,rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Mix - some good, others not.'}",,,non_app,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""Don't use it.""}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Private - good landlords / agencies both years.'}",rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Good city'},rat4,
Student Reviewer,02 Dec 16,Spanish and Linguistics MA (Hons),rat4,{'Tell us about your overall university experience so far.': 'Very good. A lot harder than school but still a lot of support.'},non_app,,rat4,{'What do you like most and least about the way your course(s) are taught?': 'Supportive and engaging.'},rat4,"{""How good are your university's facilities?"": 'Always enough places to study.'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Tutor groups are very helpful.'}",,,non_app,,,,rat5,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Very busy, always a lot to do.'}",non_app,
Student Reviewer,02 Dec 16,History MA (Hons),rat5,{'Tell us about your overall university experience so far.': 'Really vibrant city. Loads of events put on by the Student Union'},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Already being offered career support meetings.'}",rat4,,rat5,,rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'I have a personal tutor and a peer mentor to talk to.'}",,,non_app,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Noisy - but a cool area with good transport links.'}",rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Loads of events going on every week. Fantastic museums and galleries.'},rat5,"{'How would you rate the variety of societies/sports?': 'Loads of choice. \n""Give it a go"" week let\'s you try out loads of clubs.'}"
Student Reviewer,02 Dec 16,,rat4,"{'Tell us about your overall university experience so far.': 'Great, not real problems.'}",rat4,,rat4,,rat3,,rat4,,,,rat3,,,,rat3,,rat3,
Student Reviewer,02 Dec 16,English Literature MA (Hons),rat4,{'Tell us about your overall university experience so far.': 'Engaging lecturers.'},rat5,,rat5,{'What do you like most and least about the way your course(s) are taught?': 'Interesting'},rat5,,rat4,,,,rat5,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Lots to do.'}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Nice accommodation, friendly staff.'}",rat5,,rat5,
Student Reviewer,02 Dec 16,Religious Studies and English Literature MA (Hons),rat4,"{'Tell us about your overall university experience so far.': 'Sociable, never a dull moment, interesting course and amazing city.'}",rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Career department come into lectures, placements can be improved. I know nothing about Uni placements for my course.'}",rat4,{'What do you like most and least about the way your course(s) are taught?': 'Engaging and knowledgeable mostly - invested in current liberation issues.'},rat5,,rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Some tutors do not know much - I know nothing of the counselling service and would like to know more.'}",,,rat4,,rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Private housing - amazing area but wild.'}",rat5,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Cultures buzzing, right size for students, historic.'}",rat4,"{'How would you rate the variety of societies/sports?': 'Someone slightly elitist - sports. However, most are quite well organised. Links between some societies and professional could be improved.'}"
Student Reviewer,02 Dec 16,,rat4,{'Tell us about your overall university experience so far.': None},rat3,,rat4,,rat5,,rat2,,,,rat4,,rat4,,rat5,,rat5,{'How would you rate the variety of societies/sports?': 'Fab - Improv Comedy is the best. Bedlam theatre is a great facility.'}
Student Reviewer,02 Dec 16,Sociology MA (Hons),rat4,{'Tell us about your overall university experience so far.': 'Have enjoyed it so far.'},rat2,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'I am only on first year so not had many opportunities yet.'}",rat5,"{'What do you like most and least about the way your course(s) are taught?': 'Very interesting, I love them.'}",rat4,,rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Not really used any'}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""From what I can see it's good.""}",rat3,,rat4,,rat5,{'How would you rate the variety of societies/sports?': 'Great'}
Student Reviewer,02 Dec 16,Psychology and Linguistics MA (Hons),rat3,"{'Tell us about your overall university experience so far.': 'The races to Dublin and Paris raise money, but not sure what else they do.'}",non_app,,rat3,"{'What do you like most and least about the way your course(s) are taught?': 'There is careers advice available, but it could be more informative.'}",rat4,"{""How good are your university's facilities?"": 'BIG CHEESE (and nachos)'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': ""Music society is good, academic ones aren't active in my subjects.""}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Many lecturers are talking on the subjects they are experts in which is good.'}",,,rat3,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Wifi good, we need another hand bell.'}",rat4,"{'How would you rate the variety of societies/sports?': 'I love Edinburgh as a city, nightlife good but not as good as other cities (expensive).'}"
Student Reviewer,02 Dec 16,Linguistics MA (Hons),rat4,{'Tell us about your overall university experience so far.': '2nd year is very demanding but I am enjoying it.'},rat5,,rat4,{'What do you like most and least about the way your course(s) are taught?': 'The lecturers are very approachable and down-to-earth.'},rat3,"{""How good are your university's facilities?"": 'Lots of construction which sometimes disturbs lecturers and tutorials (noise).'}",rat5,,,,non_app,,rat4,,rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Edinburgh is a magnificent city with lots of nature as well.'},non_app,
Student Reviewer,02 Dec 16,,rat5,{'Tell us about your overall university experience so far.': 'Great'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Semester abroad, UOE looks really good on resume.'}",rat4,{'What do you like most and least about the way your course(s) are taught?': 'Depends on the course.'},rat5,,rat5,,,,rat5,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Really good'}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Private housing, really good but The University of Edinburgh did not provide it.'}",rat5,,rat5,
Student Reviewer,02 Dec 16,Biological Sciences BSc (Hons),rat5,"{'Tell us about your overall university experience so far.': 'Lots of activities, good teaching and facilities.'}",rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'They offer advice on how to gain placements, etc.'}",rat5,"{'What do you like most and least about the way your course(s) are taught?': 'Lecturers always make it clear that we can ask questions, good ICA feedback.'}",rat4,"{""How good are your university's facilities?"": 'Pretty good.'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Very good and constructive.'}",,,rat5,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Very good, student reps are elected.'}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Very nice but expensive.'}",rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Edinburgh is a great city to live in.'},rat5,{'How would you rate the variety of societies/sports?': 'A great variety of clubs and societies.'}
Student Reviewer,02 Dec 16,Law and International Relations LLB (Hons),rat4,{'Tell us about your overall university experience so far.': 'I am really enjoying myself. Edinburgh Uni really cares about its students.'},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Even in 1st year there are opportunities to look at job prospects and options.'}",rat4,{'What do you like most and least about the way your course(s) are taught?': 'Very interesting and engaging.'},rat3,"{""How good are your university's facilities?"": 'Would love more places to sit between classes but the campus is beautiful.'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Personal tutors are very helpful and make you feel like your experience is important.'}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Many great opportunities to get involved which is great as you feed connected with your peers.'}",,,rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Beautiful city with so much to do! I love Edinburgh!'},non_app,
Student Reviewer,02 Dec 16,History MA (Hons),rat4,{'Tell us about your overall university experience so far.': 'It has been pretty great so far.'},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Uni has given me plenty of skills and the careers department is really helpful.'}",rat4,{'What do you like most and least about the way your course(s) are taught?': 'The best thing about my course/lecturers is that we make my subject interesting to study.'},rat4,,rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': ""I haven't used it much but student support seems to be a well thought out and helpful system.""}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""The SU seems to be pretty good though I don't really know much about it.""}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'My flat is really nice, though not as close to Uni as I would like.'}",rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'The city is amazing!'},rat4,"{'How would you rate the variety of societies/sports?': 'They are good, they hold plenty of events and make it fun and inclusive to get involved.'}"
Student Reviewer,02 Dec 16,English Literature MA (Hons),rat4,{'Tell us about your overall university experience so far.': None},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Career service very involved and visible even for first years.'}",rat5,{'What do you like most and least about the way your course(s) are taught?': 'When you can tell lecturers are passionate about this subjects.'},rat5,"{""How good are your university's facilities?"": 'Nice cafes, study spaces, wifi and computers.'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'I have had no personal experience with it but glad to know it is there.'}",,,non_app,,,,rat5,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Edinburgh is so busy, always has something interesting going on - great music / theatre venue.'}",rat5,{'How would you rate the variety of societies/sports?': 'There are so many!'}
Student Reviewer,02 Dec 16,Politics MA (Hons),rat5,{'Tell us about your overall university experience so far.': 'Really like it. Great city / people / vibe. Lots to do.'},rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': ""I don't really know tbh.""}",rat2,{'What do you like most and least about the way your course(s) are taught?': 'One of my lecturers is hilarious. Otherwise they are pretty poor quality and unhelpful.'},rat4,"{""How good are your university's facilities?"": 'Amazing library and good buildings'}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Poor academic support (ie: personal tutors) and everything is a lot of hassle to sort out.'}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""Good facilities but I don't know what they really do.""}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Good in a standard kind of sense, amazing food but quite a way to walk.'}",rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Awesome - so much to do - lots of nightlife and clubs as well as cafes and restaurants.'},rat5,{'How would you rate the variety of societies/sports?': 'Lots to do again and generally very friendly welcoming people.'}
Student Reviewer,02 Dec 16,Performance Costume BA (Hons),rat4,{'Tell us about your overall university experience so far.': None},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Careers department is good, we are taught how to increase our employability as part of our course. Could do with more awareness of possible work placements.'}",rat4,,rat4,,rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Counselling service is really good.'}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Teviot is really good.'}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': ""Didn't really enjoy halls, but the private housing I am now is nice.""}",rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Edinburgh is amazing.'},rat4,
Student Reviewer,02 Dec 16,Spanish and Politics MA (Hons),rat4,{'Tell us about your overall university experience so far.': None},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Not really sure yet - only first year.'}",rat3,"{'What do you like most and least about the way your course(s) are taught?': 'Good but someone poor - it seems to vary - lack of support , especially in regards to Spanish.'}",rat5,"{""How good are your university's facilities?"": 'Great library'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Most tutors are very supportive.'}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Good events, seems active.'}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Basic but fine - relaxed good community feel.'}",rat5,,rat5,
Student Reviewer,02 Dec 16,,rat5,{'Tell us about your overall university experience so far.': None},rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Not discussed'}",rat3,{'What do you like most and least about the way your course(s) are taught?': 'Content'},rat5,,rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Waiting list for counselling too long. No feedback given by course tutors. But teaching quality is good.'}",,,rat1,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'EUSA is probably the most hated SA that I have ever heard of. It is dedicated to protecting the viewpoints of small minorities by stifling free speech and freedom of thought.'}",,,rat5,,rat4,
Student Reviewer,02 Dec 16,,rat4,{'Tell us about your overall university experience so far.': None},rat5,,rat4,{'What do you like most and least about the way your course(s) are taught?': 'They are experts'},rat5,"{""How good are your university's facilities?"": 'Awesome'}",rat2,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Not a lot of time with tutors.'}",,,rat1,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""EUSA doesn't seem to care about our welfare. Facilities are good but expensive.""}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Student flat'}",rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Nice'},non_app,
Student Reviewer,02 Dec 16,Russian Studies and English Literature MA (Hons),rat4,{'Tell us about your overall university experience so far.': 'It has been super fun and really exciting meeting new people.'},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Being at Uni has given me a lot more to tell employees about myself in interviews.'}",rat5,{'What do you like most and least about the way your course(s) are taught?': 'The lecturers are super enthusiastic about their subjects.'},rat4,"{""How good are your university's facilities?"": 'They are genuinely really good, some buildings are really old but the lecture halls all look brand new.'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'There are so many different people to ask and the support is super helpful.'}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'They are really handy and close by.'}",,,rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Really enjoyable but super busy.'},non_app,
Student Reviewer,02 Dec 16,Film and Television BA (Hons),rat5,{'Tell us about your overall university experience so far.': 'I really enjoy the diverse atmosphere!'},non_app,,rat4,{'What do you like most and least about the way your course(s) are taught?': 'The lecturers are very helpful.'},rat4,,rat4,,,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'I feel there are a lot of opportunities.'}",rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': ""The location is great but quality could be better at Kincaid's Court.""}",rat4,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': ""It's very lively and always happening.""}",rat4,
Student Reviewer,02 Dec 16,Nursing Studies BNurs (Hons),rat5,{'Tell us about your overall university experience so far.': None},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Always informed by email about any meetings that will benefit as in regards to employability.'}",rat5,{'What do you like most and least about the way your course(s) are taught?': 'The lecturers are engaging and always willing to answer any questions or give additional support.'},rat5,,rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'I feel like there is always somewhere to go for help.'}",,,rat5,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'I spend most of my free time at Uni in Potterow or Teviot Row House, these are fab!'}",,,rat5,,rat4,"{'How would you rate the variety of societies/sports?': 'The nursing society is great, helpful and good to have students from the years above to help us.'}"
Student Reviewer,02 Dec 16,Sociology and Politics MA (Hons),rat5,{'Tell us about your overall university experience so far.': 'Enjoyable and it has been an easy transition from high school.'},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'There are always updates on career fairs which are available.'}",rat5,{'What do you like most and least about the way your course(s) are taught?': 'The course is interesting and builds on previous knowledge as the lectures are engaging.'},rat5,,rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Able to meet with tutors when you request and there are a variety of services on offer for new and current students.'}",,,rat5,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Potterow is my favourite, but could be doing with a few mire booths.'}",,,rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Easy to get around the city as it is smaller and you soon get to know where all the best places are.'},rat4,{'How would you rate the variety of societies/sports?': 'Variety of events for students and there is a society for everyone.'}
Student Reviewer,02 Dec 16,Law LLB (Hons),rat4,{'Tell us about your overall university experience so far.': None},non_app,,rat5,{'What do you like most and least about the way your course(s) are taught?': 'Qualified teachers who have literally written the book on their subjects.'},rat5,,rat5,,,,rat5,,rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Abbey Hill is really nice but far away,'}",rat5,,rat5,
Student Reviewer,02 Dec 16,Arabic and Social Anthropology MA (Hons),rat4,{'Tell us about your overall university experience so far.': 'Mixed but getting gradually better.'},rat4,,rat3,"{'What do you like most and least about the way your course(s) are taught?': 'Lecturers are fun and interesting, especially for social anthropology.'}",rat4,,rat2,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Counselling service is poor.'}",,,rat4,,rat2,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Poor facilities for the price.'}",rat4,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Vibrant, a lot to get involved.'}",rat4,{'How would you rate the variety of societies/sports?': 'A great variety of clubs to get involved in. Friendly.'}
Student Reviewer,02 Dec 16,Linguistics and English Language MA (Hons),rat4,"{'Tell us about your overall university experience so far.': 'IT has helped me grow as a person, educationally and socially.'}",rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Throughout the year there are fairs, and loads of info about a variety of careers.'}",rat3,"{'What do you like most and least about the way your course(s) are taught?': 'The lecturers, what I am studying, everything really.'}",rat3,"{""How good are your university's facilities?"": 'Quite good, but some little improvement.'}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Personally, it has been really good. Academically, you can have some good tutors, but also some uhelpful ones too.'}",,,rat3,,rat3,,rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'LOVE IT! It is an incredible city to embrace while studying my course.'},rat4,"{'How would you rate the variety of societies/sports?': ""Really great - I love the CU and A'Capella society, helped me to get settled.""}"
Student Reviewer,02 Dec 16,Celtic and Scottish History MA (Hons),rat5,{'Tell us about your overall university experience so far.': 'Brilliant. Made lots of friends and really enjoy the independence of my course.'},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Offer careers day fairs and lots of opportunities for work experience.'}",rat5,{'What do you like most and least about the way your course(s) are taught?': 'Lectures are passionate and helpful.'},rat5,"{""How good are your university's facilities?"": 'Very good. Lots of places to study / socialise.'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Very helpful. Willing to listen and offer adivice.'}",,,rat5,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Put on lots of events for everyone.'}",rat4,,rat5,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': ""Exciting but also not so big that it's intimidating.""}",rat5,{'How would you rate the variety of societies/sports?': 'Very welcoming!'}
Student Reviewer,02 Dec 16,English Literature MA (Hons),rat4,"{'Tell us about your overall university experience so far.': 'Settled in fine, work is hard but interesting.'}",rat3,,rat4,,rat4,,rat3,,,,rat5,,rat5,,rat5,,non_app,{'How would you rate the variety of societies/sports?': 'I have not joined any.'}
Student Reviewer,02 Dec 16,Sociology MA (Hons),rat4,"{'Tell us about your overall university experience so far.': 'Lots of readings to be completed, sometimes unrealistic.'}",rat2,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': ""I don't really hear anything.""}",rat4,,rat4,,rat2,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': ""Don't know where support is.""}",,,rat4,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Really nice just far away.'}",rat5,,rat1,
Student Reviewer,02 Dec 16,,rat5,{'Tell us about your overall university experience so far.': 'Privately rented flat.'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Plenty of opportunities to go to careers fairs and the careers office.'}",rat4,{'What do you like most and least about the way your course(s) are taught?': 'Lecturers know what they are talking about.'},rat5,"{""How good are your university's facilities?"": 'Facilities are great un most buildings. Plenty of places to chose from to study.'}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': ""Haven't had much student support so not sure.""}",,,rat5,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Union is great! Love it'}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Privately rented flat'}",rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'So many different places to go and things to do. Never bored in Edinburgh.'},rat5,{'How would you rate the variety of societies/sports?': 'Huge range if clubs and societies.'}
Student Reviewer,02 Dec 16,Chinese and Economics MA (Hons),rat5,"{'Tell us about your overall university experience so far.': 'Everyone is very sociable, greats night out.'}",rat2,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': ""Haven't looked into it ot seen much about it.""}",rat4,{'What do you like most and least about the way your course(s) are taught?': 'Parts of course are interesting.'},rat5,,rat4,,,,rat5,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': ""Nice halls at Pallock. Food isn't too bad but looks like a prison cell.""}",rat5,,rat5,{'How would you rate the variety of societies/sports?': 'Not been to a society but clubs are good.'}
Student Reviewer,01 Dec 16,Linguistics and English Language MA (Hons),rat4,{'Tell us about your overall university experience so far.': None},rat3,,rat4,,rat4,"{""How good are your university's facilities?"": 'Almost awesome'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Awesome'}",,,rat4,,rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Awesome'}",rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Awesome'},rat5,{'How would you rate the variety of societies/sports?': 'Awesome'}
Student Reviewer,01 Dec 16,Biomedical Sciences BSc (Hons),rat4,{'Tell us about your overall university experience so far.': None},rat4,,rat5,,rat4,,rat4,,,,rat1,,rat4,,rat5,,rat5,{'How would you rate the variety of societies/sports?': 'Snowsports'}
Student Reviewer,01 Dec 16,English Literature MA (Hons),rat3,{'Tell us about your overall university experience so far.': None},rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'We have a careers department'}",rat4,{'What do you like most and least about the way your course(s) are taught?': 'Lecturers are engaging and passionate.'},rat4,,rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Counselling is good - short waiting lists.'}",,,rat5,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Very good. Lots of events and opportunities to get involved.'}",rat2,,rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Lots of different options and something for everyone.'},rat4,{'How would you rate the variety of societies/sports?': 'A broad range of societies well organised.'}
Student Reviewer,01 Dec 16,Sociology MA (Hons),rat4,"{'Tell us about your overall university experience so far.': 'Very interesting course, good lecturers and tutors, enjoying society events.'}",rat3,,rat4,{'What do you like most and least about the way your course(s) are taught?': 'Interesting readings and the lecturers are obviously enthusiastic about their subjects.'},rat5,"{""How good are your university's facilities?"": 'The library is brilliant and Potterow and Teviot are good places to work and / or chill.'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Lots of people to talk to if you are struggling.'}",,,rat4,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Nice, modern, good common but a bit hot and far away.'}",rat3,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': ""I don't go out much so I don't know about the nightlife but I like the shops and there is interesting places to walk.""}",rat5,{'How would you rate the variety of societies/sports?': 'GREAT! I am in the Harry Potter society and it is amazing.'}
Student Reviewer,01 Dec 16,Law LLB (Hons),rat4,"{'Tell us about your overall university experience so far.': 'Great, staff are nice and I have been able to settle home comfortably.'}",rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Only been here a short while and already had opportunities.'}",rat4,{'What do you like most and least about the way your course(s) are taught?': 'Recordings!!!\nMy law lecturer is amazing!'},rat4,"{""How good are your university's facilities?"": 'Great, could do with more library space!'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': ""Academic is good, haven't experienced personal support...""}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""Haven't noticed much from them.""}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Uni halls - very nice, warm, friendly'}",rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'I love the city life here! London but prettier and friendlier (and less busy).'},rat3,"{'How would you rate the variety of societies/sports?': ""Don't really know...""}"
