name,date,degree,score_OVERALL UNIVERSITY RATING,OVERALL UNIVERSITY RATING,score_Job Prospects,Job Prospects,score_Course and Lecturers,Course and Lecturers,score_Uni Facilities,Uni Facilities,score_Student Support,Student Support,score_Do you think your time at university this year has been value for money?,Do you think your time at university this year has been value for money?,score_Students' Union,Students' Union,score_Accommodation,Accommodation,score_Local life,Local life,score_Societies and Sports,Societies and Sports
Student Reviewer,27 Feb 15,Film and Literature BA (Hons),rat5,"{'Tell us about your overall university experience so far.': ""It's a crazy amazing place and the best place to be""}",rat4,,rat5,,rat4,,rat3,,,,rat3,,rat5,,rat3,,rat3,
Student Reviewer,27 Feb 15,Film Studies,rat5,{'Tell us about your overall university experience so far.': 'V. good'},rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'not particularly'}",rat5,{'What do you like most and least about the way your course(s) are taught?': 'The teaching is a high standard.'},rat5,"{""How good are your university's facilities?"": 'all good'}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': ""Don't know""}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'good'}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'v. good'}",rat3,,rat3,{'How would you rate the variety of societies/sports?': 'none'}
Student Reviewer,27 Feb 15,Film Studies,rat4,{'Tell us about your overall university experience so far.': 'Pretty good'},rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': '64% employed after 12 months I think'}",rat5,{'What do you like most and least about the way your course(s) are taught?': 'We got to watch Kill Bill and Batman'},rat2,"{""How good are your university's facilities?"": 'Nothing to do on campus in the day'}",rat1,,,,rat3,,rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'I live off campus. Big and cheap but far away.'}",rat3,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Go to the pub'},rat1,"{'How would you rate the variety of societies/sports?': 'Most clubs amount to nothing, many never contact you'}"
Student Reviewer,27 Feb 15,Film and Literature BA (Hons),rat4,{'Tell us about your overall university experience so far.': 'The people here are great'},rat3,,rat4,,rat3,,rat3,,,,rat3,,rat3,,rat3,,rat4,
Student Reviewer,27 Feb 15,Film Studies,rat5,{'Tell us about your overall university experience so far.': 'the society scene here is really good'},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': ""Sure they're great""}",rat5,{'What do you like most and least about the way your course(s) are taught?': 'really interesting and challenging'},rat4,"{""How good are your university's facilities?"": 'Got everything I need'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'All kinds, never needed'}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Handy and good if you just wanna get a quick drink'}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Nice'}",rat3,,rat4,{'How would you rate the variety of societies/sports?': 'Film. Usually forget / too tired to go'}
Student Reviewer,27 Feb 15,Film Studies,rat4,"{'Tell us about your overall university experience so far.': ""It's amazing here, so glad I chose to come""}",rat3,,rat3,,rat3,"{""How good are your university's facilities?"": 'student union needs a revamp but the library and arts centre are great'}",rat3,,,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Needs a huge revamp and a bigger range of facilities that include chain and independent companies.'}",rat3,,rat5,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'visit coffee shops, the park, nightlife'}",rat4,{'How would you rate the variety of societies/sports?': 'film studies and warwick student cinema'}
Student Reviewer,27 Feb 15,Film Studies,rat4,"{'Tell us about your overall university experience so far.': 'Good dept, great people'}",rat3,,rat5,"{'What do you like most and least about the way your course(s) are taught?': 'Really informative lectures, we learn a lot here'}",rat3,,rat3,,,,rat3,,rat4,,rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'A bit quiet but nice enough'},rat3,
Student Reviewer,27 Feb 15,Film Studies,rat4,{'Tell us about your overall university experience so far.': 'Really great uni � definitely the right choice for me'},rat3,,rat5,,rat4,,rat4,,,,rat4,,rat5,,rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Not a big place but nice all the same'},rat4,
Student Reviewer,27 Feb 15,Film and Literature BA (Hons),rat5,"{'Tell us about your overall university experience so far.': 'Lovely place, had some amazing times here'}",rat3,,rat5,{'What do you like most and least about the way your course(s) are taught?': 'Great departments and good selection of modules'},rat4,,rat4,,,,rat4,,rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Not too expensive'}",rat3,,rat4,
Student Reviewer,27 Feb 15,Sociology,rat5,"{'Tell us about your overall university experience so far.': 'Fun uni, lots of nice people here'}",rat4,,rat5,,rat5,,rat4,,,,rat3,,rat4,,rat5,,rat4,
Student Reviewer,27 Feb 15,Economics,rat5,"{'Tell us about your overall university experience so far.': ""overall it's been a really good choice so far, glad to be here""}",rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': ""Don't know what I'm doing yet""}",rat4,{'What do you like most and least about the way your course(s) are taught?': 'top departments and teaching'},rat3,"{""How good are your university's facilities?"": 'library is really good'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'helpful, friendly'}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'dont do anything with them'}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'lots of fun'}",rat3,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'shopping, food and going out'}",rat5,{'How would you rate the variety of societies/sports?': 'academic societies really helpful'}
Student Reviewer,27 Feb 15,Film and Literature BA (Hons),rat4,"{'Tell us about your overall university experience so far.': ""overall it's been a great experience, go to warwick""}",rat3,,rat4,{'What do you like most and least about the way your course(s) are taught?': 'Quality teaching'},rat3,,rat3,,,,rat4,,rat3,,rat2,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Not a lot around � just making use of what is there. Coventry > Leamington'},rat5,{'How would you rate the variety of societies/sports?': 'So many societies'}
Student Reviewer,27 Feb 15,Film and Literature BA (Hons),rat4,"{'Tell us about your overall university experience so far.': ""Quiet if you're used to city life but a great university and lots of fun""}",rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'I do not feel as though I have any'}",rat4,{'What do you like most and least about the way your course(s) are taught?': 'We watch films'},rat4,"{""How good are your university's facilities?"": 'Good tea / coffee / cakes'}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': ""I know people who have used them but I haven't""}",,,rat2,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'I have no idea what they do'}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'I was in a new building and it was very well presented'}",rat3,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Coming from London, this place is rubbish but there are tea shops'}",rat4,{'How would you rate the variety of societies/sports?': 'RAW radio'}
Student Reviewer,27 Feb 15,English,rat5,"{'Tell us about your overall university experience so far.': 'Fantastic uni, have had lots of fun here'}",rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'No plans for future yet'}",rat5,"{'What do you like most and least about the way your course(s) are taught?': 'Really smart lecturers, you feel like you are learning'}",rat4,"{""How good are your university's facilities?"": 'everything I need is here'}",rat4,,,,rat3,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'great living in kitchens etc'}",rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Dont go out much'},rat4,{'How would you rate the variety of societies/sports?': 'sports are really well supported here'}
Student Reviewer,27 Feb 15,Statistics,rat4,{'Tell us about your overall university experience so far.': 'Great place to be'},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Yes I feel I have prospects'}",rat3,,rat4,,rat4,,,,rat3,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'campus is great but a little isolated'}",rat3,,rat3,
Student Reviewer,27 Feb 15,Engineering,rat4,{'Tell us about your overall university experience so far.': 'good place'},rat5,,rat4,{'What do you like most and least about the way your course(s) are taught?': 'knowledgable lecturers.'},rat3,,rat3,,,,rat3,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'good fun'}",rat4,,rat4,
Student Reviewer,27 Feb 15,Law,rat5,{'Tell us about your overall university experience so far.': 'Warwick is a nice place to study and live :)'},rat4,,rat5,,rat3,,rat3,,,,rat3,,rat3,,rat5,,rat3,
Student Reviewer,27 Feb 15,Film and Literature BA (Hons),rat4,"{'Tell us about your overall university experience so far.': 'Great, no regrets. Very stressful 3rd year but hopefully all worth it in the end'}",rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': ""I'm doing okay with applications so far so fingers crossed!""}",rat4,{'What do you like most and least about the way your course(s) are taught?': 'Seeing films I never would have watched'},rat4,"{""How good are your university's facilities?"": 'Good facilities, good sports stuff, gym, restaurants'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Personal tutors, nightline, SU, health service'}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Good food and drink, club not so great'}",rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'quite exprensive, my house is cold and drafty, but could be worse'}",rat3,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Leamington isnt really a city BUT has great bars and restuaruatns'},rat5,{'How would you rate the variety of societies/sports?': 'Cheerleading'}
Student Reviewer,27 Feb 15,Film Studies,rat5,"{'Tell us about your overall university experience so far.': ""I'm always really busy which is a sign of how much you can do here � so many options""}",rat3,,rat4,{'What do you like most and least about the way your course(s) are taught?': 'we have friendly and open lectures that help and support us in our learning'},rat5,"{""How good are your university's facilities?"": 'excellent facilities if a little expensive'}",rat3,,,,rat3,,rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Very good'}",rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'it has all the shops and nightlife.'},rat5,"{'How would you rate the variety of societies/sports?': 'very very good. RAW 1251AM best societies, love it'}"
Student Reviewer,27 Feb 15,Film and Literature BA (Hons),rat5,{'Tell us about your overall university experience so far.': 'Brilliant overall.'},rat5,,rat4,{'What do you like most and least about the way your course(s) are taught?': 'Standard of books studied � all excellent for study'},rat4,"{""How good are your university's facilities?"": 'Studying facilities v. efficient and spacious but reading online for courses provided by the library could be more accessible'}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Tutors and professors very keen and ready to help with problems. Very considerate'}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'informative and helpful but clublife organised by SU could be more lively'}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Good value for money / rooms spacious'}",rat2,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': ""Isn't much to do, campus pretty isolated from 'vibrant' city life""}",rat2,"{'How would you rate the variety of societies/sports?': 'costs are too high but in comparison to other unis, generally reasonable'}"
Student Reviewer,27 Feb 15,History of Art,rat5,{'Tell us about your overall university experience so far.': 'great time here'},rat4,,rat5,{'What do you like most and least about the way your course(s) are taught?': 'really well taught modules (mostly)'},rat4,,rat5,,,,rat5,,rat4,,rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'going out here is fun and not too expensive'},rat4,
Student Reviewer,27 Feb 15,Theatre,rat4,"{'Tell us about your overall university experience so far.': ""It's a great place and I'm very happy here""}",rat5,,rat4,,rat4,,rat4,,,,rat4,,rat5,,rat4,,rat5,
Student Reviewer,27 Feb 15,Film Studies,rat5,{'Tell us about your overall university experience so far.': 'Warwick is lovely and definitely a good place to be and study'},rat3,,rat4,"{'What do you like most and least about the way your course(s) are taught?': 'knowledgable lecturers, interesting topics'}",rat4,,rat3,,,,rat3,,rat3,,rat4,,rat5,"{'How would you rate the variety of societies/sports?': 'RAW 1251 AM, Film studies society, both are v. good'}"
Student Reviewer,27 Feb 15,History,rat4,"{'Tell us about your overall university experience so far.': 'Students Union, town, societies etc has been amazing � management of academic department has not been so great'}",rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Warwick has lots of careers related activities and is targeted by top corporate employers'}",rat4,"{'What do you like most and least about the way your course(s) are taught?': 'Good overviews, enthusiastic lecturers, specific courses'}",rat4,"{""How good are your university's facilities?"": 'Despite building works, campus us mostly great � swimming pool etc'}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': ""Counselling for example, might be good for some but I didn't have a successful experience""}",,,rat5,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Really good, supportive, lots of events'}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Rootes was really fun. Sociable, cheap � good support staff.'}",rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Good restaurants and bars � pretty architecture'},rat5,"{'How would you rate the variety of societies/sports?': 'Tennis, Snow, Riding, Jailbreak, Volunteers, History, French'}"
Student Reviewer,27 Feb 15,Law,rat5,"{'Tell us about your overall university experience so far.': ""Warwick's an awesome place to be, bit far away from cities though""}",rat3,,rat4,{'What do you like most and least about the way your course(s) are taught?': 'top level teaching'},rat3,"{""How good are your university's facilities?"": 'great library'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'dont know'}",,,rat3,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'leam is more expensive'}",rat4,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'food, drink, etc'}",rat4,{'How would you rate the variety of societies/sports?': 'People have lots to do'}
Student Reviewer,27 Feb 15,Law,rat5,{'Tell us about your overall university experience so far.': 'So much to do � lots of societies and people who will like the same things as you'},rat4,,rat5,,rat5,,rat3,,,,rat3,,rat4,,rat4,,rat5,{'How would you rate the variety of societies/sports?': 'Lots of opportunities to get involved with societies'}
Student Reviewer,27 Feb 15,Film Studies,rat4,{'Tell us about your overall university experience so far.': 'Good'},rat4,,rat5,{'What do you like most and least about the way your course(s) are taught?': 'Lots of variety in the course'},rat3,"{""How good are your university's facilities?"": ""Wouldn't know Millburn is my existance""}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'wouldnt know'}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'average at best'}",rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'good for the price'}",rat2,,rat3,{'How would you rate the variety of societies/sports?': 'none'}
Student Reviewer,27 Feb 15,Film Studies,rat4,"{'Tell us about your overall university experience so far.': ""It's amazing here, so glad I chose to come""}",rat3,,rat5,,rat4,,rat3,,,,rat3,,rat3,,rat5,,rat3,
Student Reviewer,27 Feb 15,Biological Sciences,rat5,"{'Tell us about your overall university experience so far.': 'Really nice place, lots to do'}",rat4,,rat4,{'What do you like most and least about the way your course(s) are taught?': 'Modules really depend on lecturer'},rat4,,rat4,,,,rat5,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'really helpful SU'}",rat4,,rat3,,rat5,{'How would you rate the variety of societies/sports?': 'Lots of active societies to get involved in'}
Student Reviewer,27 Feb 15,Film Studies,rat5,"{'Tell us about your overall university experience so far.': ""It's been brilliant! Definitely would recommend for anyone to come to warwick. It's great! Lovely campus!""}",rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Scared!'}",rat5,{'What do you like most and least about the way your course(s) are taught?': 'Variety of modules available. Variety of films we watch.'},rat4,"{""How good are your university's facilities?"": 'Library is great, has all the books we need for the module'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'library assistance in the department, personal tutors'}",,,rat5,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'a nice place in the middle of campus to congregate'}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Great! Good value for money, great location near all the main shops. A quick and efficient landlord'}",rat4,,rat3,{'How would you rate the variety of societies/sports?': 'none this year'}
Student Reviewer,27 Feb 15,Law,rat4,{'Tell us about your overall university experience so far.': 'Great place to evolve and learn'},rat1,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'not staight away'}",rat5,{'What do you like most and least about the way your course(s) are taught?': 'lectuerers are amazing.'},rat5,"{""How good are your university's facilities?"": 'excellent'}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Do not use, but heard they are good'}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Great'}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'better than home'}",rat5,,rat5,"{'How would you rate the variety of societies/sports?': 'BFT productions, film soc'}"
Student Reviewer,27 Feb 15,Physics,rat4,"{'Tell us about your overall university experience so far.': 'Good uni, really well taught course, worth the money'}",rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Hopefully should get employment soon after graduation'}",rat4,{'What do you like most and least about the way your course(s) are taught?': 'Great dept facilities and helpful tutors'},rat5,"{""How good are your university's facilities?"": 'Good sports access'}",rat3,,,,rat3,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Campus is nice, leamington can have some really bad landlords!'}",rat3,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Nice'},rat3,
Student Reviewer,27 Feb 15,Film and Literature BA (Hons),rat5,{'Tell us about your overall university experience so far.': 'PARTY!'},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'I will be the king of the world!'}",rat4,"{'What do you like most and least about the way your course(s) are taught?': 'Some great, some boring'}",rat4,"{""How good are your university's facilities?"": 'Good but occasionally inaccessible'}",rat1,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Dont use them'}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Great'}",rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Rooms very large but no communal space apart from kitchens'}",rat2,,rat4,{'How would you rate the variety of societies/sports?': 'Freshblood Theatre'}
Student Reviewer,27 Feb 15,life sciences,rat5,"{'Tell us about your overall university experience so far.': ""I've had so many amazing experiences here so yeah it's been good""}",rat5,,rat3,,rat3,,rat3,,,,rat3,,rat3,,rat3,,rat3,
Student Reviewer,27 Feb 15,English,rat5,"{'Tell us about your overall university experience so far.': 'amazing place, no regrets at all'}",rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'lots of visiting companies'}",rat4,{'What do you like most and least about the way your course(s) are taught?': 'lots of options'},rat4,,rat3,,,,rat3,,rat4,,rat3,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'leamington is pretty'},rat3,
Student Reviewer,27 Feb 15,Mathematics and Statistics MMathStat,rat4,"{'Tell us about your overall university experience so far.': 'Warwick Uni is better than all other unis, this is a fact'}",rat5,,rat3,,rat5,,rat3,,,,rat4,,rat4,,rat4,,rat3,
Student Reviewer,27 Feb 15,History,rat5,"{'Tell us about your overall university experience so far.': 'really great time here, lots of fun, lots of cool people'}",rat3,,rat4,,rat4,,rat4,,,,rat4,,rat5,,rat4,,rat4,
Student Reviewer,27 Feb 15,Film and Literature BA (Hons),rat5,"{'Tell us about your overall university experience so far.': 'really good � learnt a hell of a lot met some great people, made a lot of friends and had fun'}",rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': ""Difficult � I'm hoping to get into TV production and that's essentially all about who you know. A lot of calling / emailing ahead for me it seems....""}",rat4,{'What do you like most and least about the way your course(s) are taught?': 'discussing films thorugh a critical lens with fellow enthusiastic students'},rat4,"{""How good are your university's facilities?"": ""more books in the library. There were times where several books were needed and couldn't be drawn out.""}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'office hours for seminar tutors always willing to help if anything is needed'}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Not too bad, better in first year when on campus'}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'spacious, nice area and close to shops'}",rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'go out with friends for drinks'},rat4,"{'How would you rate the variety of societies/sports?': 'Warwick TV, BFT'}"
Student Reviewer,27 Feb 15,English,rat4,"{'Tell us about your overall university experience so far.': 'great experiences here, so many opportunities.'}",rat4,,rat5,,rat5,,rat4,,,,rat3,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'great living with other students'}",rat4,,rat5,"{'How would you rate the variety of societies/sports?': 'lots to get involved in, usually welcoming'}"
Student Reviewer,27 Feb 15,Film Studies,rat4,"{'Tell us about your overall university experience so far.': ""I'm having a great time here, lots to do""}",rat3,,rat4,{'What do you like most and least about the way your course(s) are taught?': 'Watching interesting films and acquiring knowledge and how to watch them. Engaging in thought provoking discussions'},rat3,"{""How good are your university's facilities?"": 'They are good but cost is a factor. Personally do not think that sports facilities, club membership and use of the gym should be paid for. These facilities should be covered in our tuition already.'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Careers and skills is very supportive'}",,,rat3,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Spacious and relatively well priced'}",rat2,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Nothing much to do'},rat3,{'How would you rate the variety of societies/sports?': 'Some dissatisfaction that it should not be paid for'}
Student Reviewer,26 Feb 15,Economics BSc (Hons),rat4,{'Tell us about your overall university experience so far.': 'The University of Warwick is a vibrant university with lots of diversity within the student body. The facilities are good and the lecturers are generally quite engaging and informative. Resources are readily available and there is always something to do.'},rat5,,rat4,,rat5,,rat3,,,,rat4,,rat5,,rat3,,rat3,
Student Reviewer,26 Feb 15,Biomedical Sciences,rat5,"{'Tell us about your overall university experience so far.': ""The university is amazing, it's a good course, great friends and I love the campus. I have really nice accommodation but it's far away. There's not much to do in the city. I joined the lacrosse club. The students' union is good and involved with lots of activities and opportunities. I think getting a job will be hard, apparently it's not easy.""}",rat3,,rat4,,rat5,,rat3,,,,rat5,,rat4,,rat2,,rat4,
Student Reviewer,26 Feb 15,Psychology,rat5,"{'Tell us about your overall university experience so far.': ""I really enjoy it here. I think getting a job will be relatively easy. My course has interesting content. My accommodation has huge rooms,new bathrooms and a decent kitchen. I like to go shopping in the city. The uni facitilities are good. I've joined the good food society and psychology society. The students' union is good. There's career support and support from residential tutors.""}",rat4,,rat4,,rat4,,rat4,,,,rat4,,rat4,,rat4,,rat4,
Student Reviewer,26 Feb 15,Biomedical Sciences,rat4,"{'Tell us about your overall university experience so far.': ""I've had a nice time at the university and I'm finding the balance between work and social life. I like independent study and how approachable the lecturers are. You get cleaners for the communal areas of the accommodation. I like to go shopping and to the cinema in the city. The university facilities are really good and easily available. The library could be open 24hours. I joined the chess club, Warwick speakers, Biology society and ACS. The students' union is good but I would like to know more about what they do other than club nights. There's peer support by Biosol, tutorials and tutor meetings and nightline. I think getting a job will be very easy due to constant career events and support from career and skills.""}",rat5,,rat4,,rat4,,rat5,,,,rat3,,rat4,,rat4,,rat4,
Student Reviewer,26 Feb 15,Psychology,rat5,"{'Tell us about your overall university experience so far.': ""I really love this university. I enjoy some of the modules I do and a few of my lecturers are really interesting. In terms of value, the accommodation is very overpriced for what you actually get but I love the majority of people I live with and the social aspect is great. The clubs in the city are good but there aren't that many. The facilities are mainly good. The gym is overpriced and the students' union isn't great either, they need to do more nights. I joined the pole dance club. I think it will be quite easy to get a job as long as I work hard to do well.""}",rat5,,rat4,,rat4,,rat5,,,,rat4,,rat5,,rat3,,rat4,
Student Reviewer,26 Feb 15,Maths and Physics,rat4,"{'Tell us about your overall university experience so far.': ""The university is pretty good. I would have enjoyed it more had I joined some clubs and societies earlier. Most lecturers make jokes with students in order to keep their attention. My accommodation was a big room, with internet and didn�t have to pay bills for 79 pounds. Good value. Leamington Spa is a nice, albeit small, city to go shopping. The immediate area around the university leaves a lot to be desired. All of the facilities are a short walk from each other and fairly modern. I joined the Arab society and the Boxing Club. I've never used the support services however most departments offer advice and help with careers. I don't think it will be easy to get a job but since Warwick is a good university, hopefully it'll be slightly easier.""}",rat3,,rat4,,rat5,,rat3,,,,rat3,,rat4,,rat3,,rat4,
Student Reviewer,26 Feb 15,Physics,rat4,"{'Tell us about your overall university experience so far.': ""The course incorporates a wide variety of physics into an interesting and engaging course. Generally the faci;ities are quite modern. Sometimes it can be difficult to find a space in the library, especially at 1pm. I've joined the Warwick student cinema; the sci-fi roleplaying and fantasy society; warwick comuting society. The food at the student union seems a little overpriced and it's difficult to find a place to sit at 1pm. Personal tutors help settle concerns with the course. on-campus clinic can settle medical concerns. Nightline is a service that allows you to drop-in and discuss personal concerns. Job prospects. Obviously it's a competitive market when considering job prospects. A recent employer event showed me how many options there are for graduates with a physics degree.""}",rat4,,rat5,,rat4,,rat5,,,,rat4,,rat4,,rat3,,rat5,
Student Reviewer,26 Feb 15,Business/Economics,rat4,"{'Tell us about your overall university experience so far.': 'The course has clear, structured lectures. The facilities are good but it needs a bigger library and study rooms. I have joined the WBS and economics society. Support is available from business school tutors and the undergraduate office.'}",rat5,,rat5,,rat4,,rat5,,,,rat4,,rat3,,rat1,,rat5,
Student Reviewer,26 Feb 15,Psychology,rat5,"{'Tell us about your overall university experience so far.': ""It's been amazing, met some great people and have really enjoyed the experience. The topics covered on my course are really interesting. The student accommodation is really good value for money and really close to everything. The shopping is great, has great places to eat and very good night life. For facilities you have everything you need a maximum 10 minute walk from you. There are so many clubs and societies to choose from, I joined netball, psychology and Warwick ski and snowboard. The students' union has everything you need with a great club. For support there's nightline, tutors and mentors. I think Warwick work really hard to get their students a job.""}",rat4,,rat4,,rat5,,rat5,,,,rat5,,rat5,,rat5,,rat5,
Student Reviewer,26 Feb 15,Economics,rat5,{'Tell us about your overall university experience so far.': 'There are very knowledgable lecturers on my course who are open to questions. The bad thing about my course is the large number of students. My accommodation in Leamington is expensive but very good quality housing. I enjoy shopping and eating out in the city. There car parking and library seats are needed. I have joined the ladies hockey club. There is counselling that supports students.'},rat4,,rat4,,rat4,,rat5,,,,rat5,,rat3,,rat4,,rat5,
Student Reviewer,26 Feb 15,Psychology,rat5,"{'Tell us about your overall university experience so far.': ""My course is interesting and my accommodation is beautiful and well maintained. I love shopping in the city centre. The uni facilities are good and the students' union is lively and helpful. There is NHS and insurance cover support.""}",rat5,,rat5,,rat5,,rat5,,,,rat5,,rat4,,rat5,,rat5,
Student Reviewer,26 Feb 15,Biomedical Sciences,rat3,"{'Tell us about your overall university experience so far.': ""Gibbet Hill is very basic. I enjoy my brain and behaviour lectures the most. My accommodation is very expensive. There isn't much to do in Coventry except to go to Kas Bar. There are mediocre sport facilities. I have joined the badminton, cricket, RAG, real ale and Hindu societies. Grants are given for support but that depends on household income.""}",rat5,,rat3,,rat2,,rat3,,,,rat3,,rat2,,rat2,,rat4,
Student Reviewer,26 Feb 15,Psychology,rat4,"{'Tell us about your overall university experience so far.': ""In a bit of a 'bubble' on campus.The best things about my course is learning about the cognitive processes behind our actions and behaviours. I like the course content and the lecturers. There's lots of contact time with lecturers and academics. My accommodation is a long walk from some lectures. it's quite well priced. Very large rooms. A new bathroom but far away from my room. the city is far from the campus but the nightlife is good. Good sports facilities,could be better for some sports. New astroturf pitches are needed and closer changing rooms. Good academic facilities with a large library. Would be better if the library was open 24/7. I have joined the following clubs/societies - hockey,squash,RAGS and psychology. the students' union can be expensive but there are lots of events. There is nightline as a support. I think getting a job will be quite hard. I'm not sure what I want to do yet.""}",rat3,,rat4,,rat4,,rat5,,,,rat5,,rat3,,rat3,,rat4,
