name,date,degree,score_OVERALL UNIVERSITY RATING,OVERALL UNIVERSITY RATING,score_Job Prospects,Job Prospects,score_Course and Lecturers,Course and Lecturers,score_Uni Facilities,Uni Facilities,score_Student Support,Student Support,score_Do you think your time at university this year has been value for money?,Do you think your time at university this year has been value for money?,score_Students' Union,Students' Union,score_Accommodation,Accommodation,score_Local life,Local life,score_Societies and Sports,Societies and Sports
Student Reviewer,17 Nov 17,,rat4,{'Tell us about your overall university experience so far.': 'very good'},rat4,,rat5,,rat5,"{""How good are your university's facilities?"": 'very good'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'pretty good I think'}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'dont really know much about it'}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Nice accommodation, some quite small, no en suite but still good'}",rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'very nice city'},rat5,{'How would you rate the variety of societies/sports?': 'Lots of different opportunities \nToo much - want to do more'}
Student Reviewer,17 Nov 17,,rat4,{'Tell us about your overall university experience so far.': 'Really great but occasionally intense and stressful. Pretty full on'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Medical degree- so job at the end is likley'}",rat4,,rat5,,rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Academic pretty good, personal lacking'}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Not really involved or aware'}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Good sized rooms, quiet neighbours, good facilities, good socialisation'}",rat5,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Great city, not big but still busy and lively'}",rat5,"{'How would you rate the variety of societies/sports?': 'sports very fun, very bug'}"
Student Reviewer,17 Nov 17,,rat4,{'Tell us about your overall university experience so far.': None},rat4,,rat3,,rat3,,rat3,,,,rat4,,rat2,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Rooms often have maintenance problems.'}",rat3,,rat3,
Student Reviewer,17 Nov 17,Biochemistry (Skaggs-Oxford Programme) DPhil,rat4,{'Tell us about your overall university experience so far.': 'Good but hard work'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Lots of emails about opportunities'}",rat4,,rat5,,rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Lots of academic feedback in weekly notes'}",,,rat1,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""Don't really have an SU, have college JCR instead""}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Very close to everything'}",rat4,,rat5,{'How would you rate the variety of societies/sports?': 'Fun- something for everyone'}
Student Reviewer,17 Nov 17,,rat5,{'Tell us about your overall university experience so far.': None},rat5,,rat4,,rat5,,rat4,,,,non_app,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Never pay a lot of attention to it.'}",rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': ""Seeing as my college isn't rich, the accommodation isn't awesome. Although my rooms were on average very good. The accommodations office is appalling in dealing with international students.""}",rat5,,rat5,"{'How would you rate the variety of societies/sports?': 'A very wide range, something for everyone.'}"
Student Reviewer,17 Nov 17,,rat5,{'Tell us about your overall university experience so far.': None},non_app,,rat5,,rat5,,rat5,,,,rat3,,rat5,,non_app,,non_app,
Student Reviewer,17 Nov 17,,rat4,{'Tell us about your overall university experience so far.': None},rat3,,rat1,,rat3,,rat5,,,,rat1,,rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'First year was not great, but 3rd year accommodation is really nice'}",rat3,,rat5,
Student Reviewer,17 Nov 17,,rat4,{'Tell us about your overall university experience so far.': None},non_app,,rat3,,rat4,,rat3,,,,non_app,,rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Lincoln village - expensive though'}",rat4,,non_app,
Student Reviewer,17 Nov 17,,rat2,{'Tell us about your overall university experience so far.': 'Peer academic/welfare support'},rat5,,rat4,,rat4,,rat2,,,,rat1,,rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Very good value and modern - can live in all year - St Johns college'}",rat5,,rat5,
Student Reviewer,17 Nov 17,Biochemistry DPhil,rat1,"{'Tell us about your overall university experience so far.': ""No ideal, I feel like we aren't getting enough academic support""}",rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Good support from uni & college'}",rat1,,rat3,"{""How good are your university's facilities?"": 'Pretty good :) Except our lab has asbestos and got closed down :('}",rat2,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Academically not great- depends on tutor. Mental health is good apparently'}",,,non_app,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'I have no idea :('}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Nice! food is very bad and expensive though'}",rat3,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Not much to do except shop and drink'},non_app,"{'How would you rate the variety of societies/sports?': ""I don't have a life outsie Mbiochem""}"
Student Reviewer,17 Nov 17,English DPhil,rat5,"{'Tell us about your overall university experience so far.': 'Only just started, unsure about value.'}",non_app,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Unknown yet, probably alright.'}",rat5,,rat5,,rat5,,,,rat5,,,,rat5,,rat5,
Student Reviewer,17 Nov 17,Comparative Social Policy MPhil,rat3,{'Tell us about your overall university experience so far.': None},rat4,,rat2,,rat3,"{""How good are your university's facilities?"": 'Not very good sports/gym facilities @ my college (kellogg)'}",rat2,,,,rat3,,rat4,,rat5,,rat4,
Student Reviewer,17 Nov 17,,rat5,"{'Tell us about your overall university experience so far.': 'Love the place, love the people'}",rat5,,rat4,,rat4,,rat4,,,,rat1,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Not perfect but good enough'}",rat5,,rat4,
Student Reviewer,17 Nov 17,,rat4,"{'Tell us about your overall university experience so far.': 'Lots of work, but good fun.'}",rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Lots of careers fairs and opportunities to go to talks with and meet people in the field.'}",rat4,,rat5,"{""How good are your university's facilities?"": 'Labs are excellent, accommodation is spacious.'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Tutors always available.'}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Excellent bar and speaker events.'}",,,rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Always so many things going on!'},rat5,{'How would you rate the variety of societies/sports?': 'So many options.'}
Student Reviewer,17 Nov 17,,rat4,{'Tell us about your overall university experience so far.': 'Very full on but fulfilling'},non_app,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Only in 1st year\nNot thinking about careers'}",rat5,,rat3,"{""How good are your university's facilities?"": 'No kitchen but ensuite'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Good student pastoral care'}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Good'}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Lincoln College'}",rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Beautiful city'},rat5,{'How would you rate the variety of societies/sports?': 'Huge range of societies'}
Student Reviewer,17 Nov 17,Economics for Development MSc,rat3,"{'Tell us about your overall university experience so far.': ""I've only been here for a month. Still trying to find my feet. But so far impressed with the people I have access to""}",rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Career servcies unit'}",rat3,,rat4,,rat4,,,,rat2,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Graduate accommodation: Its comfortable. Have everything I need'}",rat3,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Very quiet. Not very dynamic'},rat4,
Student Reviewer,17 Nov 17,,rat5,{'Tell us about your overall university experience so far.': 'Intense but incredibly interesting and very well taught.'},rat5,,rat5,,rat5,,rat3,,,,rat4,,rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Beautiful room in Balliol College.'}",rat4,,rat5,
Student Reviewer,17 Nov 17,,rat5,"{'Tell us about your overall university experience so far.': 'Really enjoying it, but a lot of work!'}",rat5,,rat5,,rat4,,rat4,,,,non_app,,rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Could do with refurbishment for bathrooms/kitchen \nSpacious rooms'}",rat5,,rat5,{'How would you rate the variety of societies/sports?': 'Friendly and welcoming!\nSo many opportunities'}
Student Reviewer,17 Nov 17,,rat4,{'Tell us about your overall university experience so far.': None},rat5,,rat4,,rat3,"{""How good are your university's facilities?"": 'Availability of cooking facilities is poor in accommodation'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'The older years are most supportive and approachable'}",,,rat3,,rat2,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Florey - Queens'}",rat5,,rat5,
Student Reviewer,17 Nov 17,,rat4,"{'Tell us about your overall university experience so far.': 'Challenging academically \nLearnt a lot of skills, academic/otherwise'}",rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Careers service work'}",rat4,,rat4,,rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'College welfare is good.'}",,,non_app,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Sufficient, comfortable but nothing special'}",rat4,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Vibrant, lots going on'}",rat4,"{'How would you rate the variety of societies/sports?': 'Well run, something for everyone'}"
Student Reviewer,17 Nov 17,,rat4,{'Tell us about your overall university experience so far.': None},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Lots of careers and networking events'}",rat5,,rat5,"{""How good are your university's facilities?"": 'Maths institute has very good facilities'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Most tutors give good feedback, good welfare support.'}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Not much from the SU.'}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'College kitchen facilities not so good but room are good'}",rat4,,rat4,
Student Reviewer,17 Nov 17,,rat5,{'Tell us about your overall university experience so far.': None},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Lots of careers/internships fairs, careers service, training course opportunities'}",rat5,,rat5,"{""How good are your university's facilities?"": 'Maths Institute is a great place to learn, work, eat. Loads of libraries.'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Small tutorials, academic parents, college nurse'}",,,non_app,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""Don't know much about the SU""}",rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Onsite at Hertford, kitchens are not great but rooms are nice and internet is fast'}",rat4,,rat5,"{'How would you rate the variety of societies/sports?': 'Any sport/society you can think of, most are heavily subsidised'}"
Student Reviewer,17 Nov 17,,rat5,{'Tell us about your overall university experience so far.': 'Great. Oxford is a great place to live and work.'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Lots of careers fairs and events from careers office'}",rat3,,rat5,"{""How good are your university's facilities?"": 'Excellent and innumerable libraries, larger departments'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Tutorial system can be great for feedback - but depends on tutor'}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""I don't interact with OUSU in any way""}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Excellent accommodation and for entirety of course. Not the norm at Oxford, though.'}",rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Oxford is very convenient everything you want is withing 15 minutes walk'},rat5,"{'How would you rate the variety of societies/sports?': 'Very wide range of societies, both at university and college level'}"
Student Reviewer,17 Nov 17,,rat5,{'Tell us about your overall university experience so far.': None},rat5,,rat5,,rat5,,rat5,,,,rat5,,rat5,,rat5,,rat5,{'How would you rate the variety of societies/sports?': 'Very good and diverse'}
Student Reviewer,17 Nov 17,,rat4,{'Tell us about your overall university experience so far.': 'Busy but rewarding'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Lots of interesting events'}",rat5,,rat5,"{""How good are your university's facilities?"": 'Modern maths department, excellent facilities'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Excellent, meet with 3 tutors weekly'}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Provide good speakers but otherwise not used much'}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Jesus College, en suite'}",rat3,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Decent, everything nearby'}",rat4,"{'How would you rate the variety of societies/sports?': 'Good, socials every week'}"
Student Reviewer,17 Nov 17,,rat5,"{'Tell us about your overall university experience so far.': ""It's been fun""}",rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Frequent careers fairs are good I guess'}",rat4,,rat5,"{""How good are your university's facilities?"": 'Pretty fresh'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Lots of it'}",,,rat5,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Lots of events and stuff quite representative'}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'The people are banter - what more could you want'}",rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Better than Cambridge'},rat4,{'How would you rate the variety of societies/sports?': 'Good if you enjoy people'}
Student Reviewer,17 Nov 17,,rat5,{'Tell us about your overall university experience so far.': 'Better than Cambridge.'},rat5,,rat4,,rat5,"{""How good are your university's facilities?"": 'The Andrew Wilks Building is exquisite'}",rat4,,,,rat5,,rat4,,rat4,,rat5,{'How would you rate the variety of societies/sports?': 'Rowing for life'}
Student Reviewer,17 Nov 17,,rat5,{'Tell us about your overall university experience so far.': 'Better than Cambridge.'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Love the freebies at career fairs. Better than Cambridge'}",rat5,,rat5,"{""How good are your university's facilities?"": 'Cafe Pi is my sustenance.\nBetter than Cambridge.'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Welfare cookies and tutors give support. Better than Cambridge.'}",,,rat5,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Better than Cambridge.'}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Pembroke, MacMillan\n""Every time I walk through the door I shed a tear.""\nBetter than Cambridge.'}",rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Good. Better than Cambridge.'},rat5,{'How would you rate the variety of societies/sports?': 'Very legitimate. Better than Cambridge.'}
Student Reviewer,17 Nov 17,,rat5,"{'Tell us about your overall university experience so far.': ""It's been really good. I've met some nice people and learnt lots.""}",rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'There are frequent career fairs for each sector'}",rat5,,rat5,"{""How good are your university's facilities?"": 'Excellent\nCafe Pi is my life'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Welfare reps are brilliant'}",,,rat5,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""It's good!""}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'My accommodation is like living in my own house'}",rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Better than Cambridge'},rat5,{'How would you rate the variety of societies/sports?': 'Clubs are good'}
Student Reviewer,17 Nov 17,,rat5,"{'Tell us about your overall university experience so far.': 'Great tutors and lectures, a lot of activities'}",non_app,,rat5,,rat5,"{""How good are your university's facilities?"": 'A lot of libraries, convenient to borrow books'}",rat5,,,,rat5,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': ""Live in St. Hilda's College\nThe only thing that is not awesome is that we don't have single ensuite inside our room""}",rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Convenient to buy things and there are lots of facilities'},non_app,
Student Reviewer,17 Nov 17,Mathematical and Theoretical Physics MSc,rat4,{'Tell us about your overall university experience so far.': None},rat4,,rat4,,rat4,,rat3,,,,non_app,,rat4,,non_app,,rat5,
Student Reviewer,17 Nov 17,,rat5,{'Tell us about your overall university experience so far.': 'Having an amazing time!'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Weekly emails, tutors interested to talk to you'}",rat4,,rat5,,rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'So much welfare support'}",,,rat5,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Rooms suprisingly big, library and hall great'}",rat5,,rat5,
Student Reviewer,17 Nov 17,,rat4,{'Tell us about your overall university experience so far.': None},rat5,,rat4,,rat5,,rat4,,,,rat3,,rat4,,rat4,,rat5,
Student Reviewer,17 Nov 17,Sociology MSc,rat5,{'Tell us about your overall university experience so far.': 'I love it. Much more fun than my undergraduate'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Plenty of careers events and the careers centre is very helpful'}",rat5,,rat5,"{""How good are your university's facilities?"": 'Fantastic, both uni and college'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'College allow students to get more help on nightline'}",,,non_app,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'I have not explored the societies'}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Gadvate college'}",rat5,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': ""To be honest, I haven't explored that much but what I have seen is amazing. Lots of culture, cafes, things to do""}",non_app,{'How would you rate the variety of societies/sports?': 'I am not part of societies but there are plenty of options'}
Student Reviewer,17 Nov 17,,rat3,{'Tell us about your overall university experience so far.': None},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Careers dept/fairs, talks, presentations etc.'}",rat4,,rat4,,rat2,,,,rat3,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Somerville College'}",rat3,,rat3,
Student Reviewer,17 Nov 17,,rat4,{'Tell us about your overall university experience so far.': None},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Good uni'}",rat5,,rat4,,rat5,,,,rat3,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': ""St Hugh's College""}",rat4,,rat4,
Student Reviewer,17 Nov 17,,rat4,{'Tell us about your overall university experience so far.': None},rat5,,rat5,,rat5,"{""How good are your university's facilities?"": 'Fantastic'}",rat3,,,,rat4,,rat4,,rat4,,rat5,
Student Reviewer,17 Nov 17,,rat5,"{'Tell us about your overall university experience so far.': ""I'm having a great time in Oxford""}",rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Careers fairs have shown me lots of employers'}",rat4,,rat5,"{""How good are your university's facilities?"": 'Andrew Wilks building is very new and well equipped (maths dept building)'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': ""Tutors are great, but I haven't had much contact with personal support""}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""I haven't had much contact with them""}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Large well-furnished room but weak WiFi signal'}",rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Lots of places to go to in the city centre'},rat5,"{'How would you rate the variety of societies/sports?': ""I've had a great time going to a few societies""}"
Student Reviewer,17 Nov 17,,rat5,{'Tell us about your overall university experience so far.': 'Very nice'},rat3,,rat5,,rat5,,rat4,,,,rat1,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Bad - too much politics, too little actual welfare and outreach'}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'My uni accommodation is lovely'}",rat3,,rat3,
Student Reviewer,17 Nov 17,,rat4,{'Tell us about your overall university experience so far.': 'My overall experience has been good.'},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'The university offers a careers service with various targeted careers fairs'}",rat4,,rat4,,rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Tutors give reports at the end of every term.'}",,,rat2,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Most representation that i know of is organised at a collegiate level. I am not aware of any SU facilities.'}",rat4,,rat3,,rat3,
Student Reviewer,17 Nov 17,,rat5,{'Tell us about your overall university experience so far.': None},rat5,,rat5,,rat5,,rat1,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Counselling service is appalling.\nHowever subject tutors are great.'}",,,non_app,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'No idea what they do'}",rat5,,rat5,,rat4,
Student Reviewer,17 Nov 17,English DPhil,rat4,{'Tell us about your overall university experience so far.': 'A vibrant academic community'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Lots of personal and career development opportunities'}",rat5,,rat5,"{""How good are your university's facilities?"": 'Resources and library facilities are unparalleled for my field'}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': ""Lots of platforms for support available, but uni doesn't do much to tackle cause of problems (overwork, resilience etc)""}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Not much experience'}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Expensive!'}",rat3,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Quite university-centric - results in a ""bubble-like"" atmosphere'}",rat4,
Student Reviewer,17 Nov 17,,rat2,"{'Tell us about your overall university experience so far.': 'Unrealistic expectations, system may as well have been designed to destroy mental health.'}",rat4,,rat4,,rat5,,rat2,,,,rat3,,rat4,,rat5,,rat3,
Student Reviewer,17 Nov 17,,rat4,{'Tell us about your overall university experience so far.': None},rat5,,rat4,,rat5,,rat4,,,,non_app,,rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Florey Building'}",rat4,,rat4,
Student Reviewer,17 Nov 17,,rat4,"{'Tell us about your overall university experience so far.': 'Very positive experience so far, I feel welcomed'}",rat4,,rat4,,rat3,"{""How good are your university's facilities?"": 'Some facilities within the accommodation are lacking'}",rat4,,,,rat3,,rat2,"{'What do you think about the safety, condition, location and cost of your accommodation?': ""Florey building, Queen's College - In need of renovation, basic facilities""}",rat4,,rat4,"{'How would you rate the variety of societies/sports?': ""Very good experience at the societies I've joined""}"
Student Reviewer,17 Nov 17,,rat4,{'Tell us about your overall university experience so far.': 'A lot of work not much time to socialise and chill out'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Work placements are constantly advertised for you, up to you to take them'}",rat4,,rat5,"{""How good are your university's facilities?"": 'No expense is spared for scientific buildings and equipment :)'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Used by people so congested but very good'}",,,non_app,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Never seen it or had any experience with it'}",rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Old but good enough, cleaning done for you'}",rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Beautiful and not too big - difficult to get lost'},rat5,{'How would you rate the variety of societies/sports?': 'Variety is amazing and usually well-funded too'}
Student Reviewer,17 Nov 17,,rat4,{'Tell us about your overall university experience so far.': None},rat4,,rat4,,rat5,,rat5,,,,non_app,,rat5,,rat4,,rat4,
Student Reviewer,17 Nov 17,,rat4,{'Tell us about your overall university experience so far.': None},rat5,,rat4,,rat4,"{""How good are your university's facilities?"": 'Good apart from some buildings have too much asbestos'}",rat4,,,,rat2,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Bureaucratic'}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Close to all relevant facilities'}",rat3,,rat5,{'How would you rate the variety of societies/sports?': 'Something for everyone'}
Student Reviewer,17 Nov 17,,rat4,{'Tell us about your overall university experience so far.': None},non_app,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Does a lot of careers stuff, but not much for my subject'}",rat3,,rat4,,rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Tutors pretty good.'}",,,rat2,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Very bureaucratic and weighed down by pointless rules and regulations'}",rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': ""Pretty basic really, don't expect anything great, just somewhere to live""}",rat4,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'A little busy, but the the small businesses are the best.'}",rat4,{'How would you rate the variety of societies/sports?': 'Something for everyone.'}
Student Reviewer,17 Nov 17,,rat3,{'Tell us about your overall university experience so far.': 'I have only been here 4 weeks'},non_app,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': ""I don't really think about that yet""}",rat3,,rat4,,rat3,,,,non_app,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""I don't have much interaction""}",rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Comfortable'}",rat4,,rat4,
Student Reviewer,17 Nov 17,Geography and the Environment DPhil,rat4,"{'Tell us about your overall university experience so far.': 'Hard work, lots of free food and drink'}",rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Yes, no idea'}",rat3,,rat4,"{""How good are your university's facilities?"": 'Pretty god, Bod libraries are closing early and sometimes difficult to manage'}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'There is a counselling service'}",,,non_app,,,,rat4,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Lives through students, some underground-y clubs'}",rat4,"{'How would you rate the variety of societies/sports?': 'There are loads, people are very active'}"
Student Reviewer,17 Nov 17,,rat5,{'Tell us about your overall university experience so far.': 'Excellent'},rat5,,rat4,,rat4,,rat4,,,,rat2,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Clean, practical, good values for money'}",rat5,,rat5,
Student Reviewer,17 Nov 17,,rat4,"{'Tell us about your overall university experience so far.': 'Great access to facilities, thinkers and global speakers.'}",rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': ""It's good for going from MSc into research, never used careers people""}",rat4,,rat5,,rat4,,,,non_app,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""Don't know""}",,,rat4,,rat3,{'How would you rate the variety of societies/sports?': 'Good choice but some snobbish'}
Student Reviewer,17 Nov 17,Mathematical and Theoretical Physics MSc,rat5,{'Tell us about your overall university experience so far.': None},rat5,,rat4,,rat4,,rat5,,,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Indifferent'}",rat5,,rat5,,rat5,
Student Reviewer,17 Nov 17,,rat5,{'Tell us about your overall university experience so far.': None},rat5,,rat4,,rat5,,rat3,,,,rat3,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Brasenose College\nGood, accommodation guaranteed, not cheap but only for 27 weeks\nCan choose to live out'}",rat5,,rat5,
